"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"model"	"N"	"N.not.zero"	"pval_joint"	"qval_joint"
"Bacteroides_eggerthii"	"reads"	"reads"	"reads"	-0.909600128968703	0.288915392327801	0.0348113848660998	0.127449946245308	"abundance"	405	172	6.76664985951411e-07	1.41132982784151e-05
"Bacteroides_eggerthii"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.22151258145851e-07	3.66368432336284e-05	"abundance"	405	172	6.44302412510269e-07	1.41132982784151e-05
"Bacteroides_eggerthii"	"age"	"age"	"age"	-0.272808008417717	0.10916815927455	0.0124554682698844	0.043041381476997	"prevalence"	405	172	6.61613312393166e-07	1.41132982784151e-05
"Bacteroides_eggerthii"	"reads"	"reads"	"reads"	0.584940876189936	0.11467770636808	3.38332550210163e-07	8.23275872178063e-06	"prevalence"	405	172	6.76664985951411e-07	1.41132982784151e-05
"Bacteroides_eggerthii"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.494675385295248	0.647736378951625	"prevalence"	405	172	6.44302412510269e-07	1.41132982784151e-05
"Bacteroides_xylanisolvens"	"age"	"age"	"age"	0.268000609503567	0.215326933859552	0.0723983509832582	0.212400460169426	"abundance"	405	262	8.42625032299318e-07	1.60189293320792e-05
"Dorea_longicatena"	"age"	"age"	"age"	-0.500845464760146	0.138395247949195	0.00636066346766229	0.0434985219687383	"abundance"	405	300	8.06109429221624e-07	1.60189293320792e-05
"Bacteroides_xylanisolvens"	"age"	"age"	"age"	-0.56344385535433	0.111373074191348	4.21312604901814e-07	9.46332927933306e-06	"prevalence"	405	262	8.42625032299318e-07	1.60189293320792e-05
"Dorea_longicatena"	"age"	"age"	"age"	-0.597099833286867	0.117829055018094	4.03054795837396e-07	9.41536003076157e-06	"prevalence"	405	300	8.06109429221624e-07	1.60189293320792e-05
"GGB1549_SGB2133"	"age"	"age"	"age"	3.34572003265065	0.679548004517499	8.50319878928862e-07	1.83921040479428e-05	"prevalence"	405	20	8.50319878928862e-07	1.60189293320792e-05
"GGB1543_SGB2126"	"age"	"age"	"age"	2.96145861671491	0.60998179466365	1.20389727795312e-06	2.34358670108208e-05	"prevalence"	405	20	1.20389727795312e-06	2.19711253226445e-05
"Phocaeicola_dorei"	"age"	"age"	"age"	1.96965115356339	0.414701956618449	1.00953094350764e-06	8.30807599111154e-05	"abundance"	405	216	2.01906086786256e-06	3.5731258994901e-05
"Phocaeicola_dorei"	"age"	"age"	"age"	0.0362194411774661	0.101965904818115	0.722431302994299	0.808872174241367	"prevalence"	405	216	2.01906086786256e-06	3.5731258994901e-05
"Faecalibacterium_SGB15346"	"age"	"age"	"age"	0.467742535578065	0.176961026578712	0.00105365991380801	0.0133363240519129	"abundance"	405	210	2.11059711656609e-06	3.62526092963117e-05
"Faecalibacterium_SGB15346"	"age"	"age"	"age"	0.541212817517953	0.11088072382911	1.05529911511116e-06	2.20105244008898e-05	"prevalence"	405	210	2.11059711656609e-06	3.62526092963117e-05
"Dysosmobacter_welbionis"	"reads"	"reads"	"reads"	-0.290385469731698	0.11363864322508	1	1	"abundance"	405	325	2.23687525650425e-06	3.73238614228138e-05
"Dysosmobacter_welbionis"	"reads"	"reads"	"reads"	0.726871630077416	0.149268268140072	1.11843825370419e-06	2.25230324194223e-05	"prevalence"	405	325	2.23687525650425e-06	3.73238614228138e-05
"Clostridiales_bacterium"	"red_meat"	"red_meat"	"red_meat"	NA	NA	1.15839621319555e-06	8.30807599111154e-05	"abundance"	405	317	2.3167910845093e-06	3.75834998153731e-05
"Clostridiales_bacterium"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.883622076164429	0.93147164707586	"prevalence"	405	317	2.3167910845093e-06	3.75834998153731e-05
"Lachnospira_sp_NSJ_43"	"age"	"age"	"age"	0.832299096540051	0.189080821438338	1.31278853132688e-06	8.30807599111154e-05	"abundance"	405	160	2.62557533924004e-06	4.14415134625995e-05
"Lachnospira_sp_NSJ_43"	"age"	"age"	"age"	0.345025240224175	0.103128439921708	0.000821083882036972	0.00499492694905825	"prevalence"	405	160	2.62557533924004e-06	4.14415134625995e-05
"Ruminococcus_bicirculans"	"age"	"age"	"age"	0.561777262213755	0.155546885329284	1.72525638300058e-05	0.000587914290514814	"abundance"	405	249	3.20197937624861e-06	4.92093672560312e-05
"Ruminococcus_bicirculans"	"age"	"age"	"age"	0.576995947340248	0.120252622049324	1.60099096971035e-06	3.01606040745433e-05	"prevalence"	405	249	3.20197937624861e-06	4.92093672560312e-05
"Paraprevotella_clara"	"age"	"age"	"age"	-1.08397269019051	0.234682894010772	3.85812417573295e-06	6.43207286016941e-05	"prevalence"	405	56	3.85812417573295e-06	5.7772936375078e-05
"Bacteroides_faecis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.609791985765582	0.921972183256494	"abundance"	405	131	4.23581163143477e-06	6.18428498189476e-05
"Bacteroides_faecis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	2.11790805848466e-06	3.8651822067345e-05	"prevalence"	405	131	4.23581163143477e-06	6.18428498189476e-05
"Roseburia_inulinivorans"	"age"	"age"	"age"	0.523246056232847	0.133953331049285	2.425500973402e-06	0.00013134100217502	"abundance"	405	313	4.85099606374902e-06	6.90971146641324e-05
"Roseburia_inulinivorans"	"age"	"age"	"age"	0.106884804691105	0.126796959195612	0.399250638835203	0.556473444104435	"prevalence"	405	313	4.85099606374902e-06	6.90971146641324e-05
"Proteus_mirabilis"	"age"	"age"	"age"	29.3672512776755	4.94031098087181	2.66832735795752e-06	0.00013134100217502	"abundance"	405	33	5.33664759594415e-06	7.42048141912234e-05
"Proteus_mirabilis"	"age"	"age"	"age"	-0.771338811861657	0.270911348824648	0.0044105633303913	0.0198136075765271	"prevalence"	405	33	5.33664759594415e-06	7.42048141912234e-05
"Bacteroides_thetaiotaomicron"	"age"	"age"	"age"	0.187046610117147	0.129468609510069	0.0181655713034632	0.0759183781833414	"abundance"	405	308	5.62019148531992e-06	7.63300424982984e-05
"Bacteroides_thetaiotaomicron"	"age"	"age"	"age"	0.767163113729848	0.163775603280342	2.8100996909901e-06	4.97302490769157e-05	"prevalence"	405	308	5.62019148531992e-06	7.63300424982984e-05
"Escherichia_coli"	"red_meat"	"red_meat"	"red_meat"	NA	NA	2.98086332690441e-06	0.000132052245381865	"abundance"	405	168	5.96171776826265e-06	7.91282540151224e-05
"Escherichia_coli"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.0766301861422721	0.178894761576185	"prevalence"	405	168	5.96171776826265e-06	7.91282540151224e-05
"Escherichia_coli"	"age"	"age"	"age"	-0.994772858413067	0.259652461388133	0.000951162007813089	0.0123930814547411	"abundance"	405	168	6.73811166637143e-06	8.74457158480203e-05
"Escherichia_coli"	"age"	"age"	"age"	-0.521212083252222	0.112162593533601	3.36906150847344e-06	5.78685859102497e-05	"prevalence"	405	168	6.73811166637143e-06	8.74457158480203e-05
"Alistipes_putredinis"	"age"	"age"	"age"	-0.201273677727521	0.0838317482435793	1	1	"abundance"	405	314	7.92993712026674e-06	0.000100675723439908
"Alistipes_putredinis"	"age"	"age"	"age"	0.731305414475304	0.158524203256745	3.96497642065238e-06	6.43207286016941e-05	"prevalence"	405	314	7.92993712026674e-06	0.000100675723439908
"GGB3746_SGB5089"	"age"	"age"	"age"	-0.565264035532256	0.183094574495161	0.0159233184508309	0.0723769249875843	"abundance"	405	230	8.36222723243092e-06	0.000103905121356163
"GGB3746_SGB5089"	"age"	"age"	"age"	0.516183758614353	0.112160956273116	4.18112235710754e-06	6.59939312581299e-05	"prevalence"	405	230	8.36222723243092e-06	0.000103905121356163
"Prevotella_copri_clade_A"	"age"	"age"	"age"	-0.656230911112791	0.56053820465556	0.341655572690013	0.632841695181118	"abundance"	405	101	9.29154760141686e-06	0.000110740077535254
"Roseburia_faecis"	"age"	"age"	"age"	0.109453428336781	0.159170939701531	1	1	"abundance"	405	279	9.13551595779599e-06	0.000110740077535254
"Prevotella_copri_clade_A"	"age"	"age"	"age"	-0.671463561802231	0.146602039461558	4.64578459236567e-06	6.95676462036295e-05	"prevalence"	405	101	9.29154760141686e-06	0.000110740077535254
"Roseburia_faecis"	"age"	"age"	"age"	0.60561845813166	0.132123803474198	4.56776841115212e-06	6.95676462036295e-05	"prevalence"	405	279	9.13551595779599e-06	0.000110740077535254
"Enterocloster_bolteae"	"age"	"age"	"age"	0.0570768186349342	0.233750212367999	1	1	"abundance"	405	170	9.89504080463758e-06	0.000115574076598167
"Enterocloster_bolteae"	"age"	"age"	"age"	-0.518816998557253	0.113601261789852	4.94753264135841e-06	7.22339765638327e-05	"prevalence"	405	170	9.89504080463758e-06	0.000115574076598167
"Prevotella_copri_clade_B"	"red_meat"	"red_meat"	"red_meat"	NA	NA	1.09629737754488e-05	0.000139182101844829	"prevalence"	405	18	1.09629737754488e-05	0.000125536797742395
"Hungatella_hathewayi"	"age"	"age"	"age"	0.161360171422835	0.337807362286791	1	1	"abundance"	405	108	1.14818096244184e-05	0.000128949554243468
"Hungatella_hathewayi"	"age"	"age"	"age"	-0.618770532435073	0.136421889193985	5.74092129129783e-06	8.17731227833643e-05	"prevalence"	405	108	1.14818096244184e-05	0.000128949554243468
"Blautia_obeum"	"reads"	"reads"	"reads"	0.0509453966296508	0.16593236026218	0.0383035072788644	0.135747629796296	"abundance"	405	246	1.52402054059768e-05	0.00016792981051114
"Blautia_obeum"	"reads"	"reads"	"reads"	0.518875739967684	0.115934653557114	7.62013173619221e-06	0.000105956117474673	"prevalence"	405	246	1.52402054059768e-05	0.00016792981051114
"Ruminococcus_lactaris"	"age"	"age"	"age"	-0.475217841226827	0.2828789648091	1	1	"abundance"	405	153	1.5832659089831e-05	0.000171227276082617
"Ruminococcus_lactaris"	"age"	"age"	"age"	-0.549028096950049	0.122895639546954	7.9163608793003e-06	0.000107248614220523	"prevalence"	405	153	1.5832659089831e-05	0.000171227276082617
"Prevotella_copri_clade_A"	"reads"	"reads"	"reads"	0.117123413955788	0.381190954331051	0.282752724032146	0.556708696649958	"abundance"	405	101	1.61606847955632e-05	0.000171597089465617
"Prevotella_copri_clade_A"	"reads"	"reads"	"reads"	0.580817643582765	0.13013937270092	8.08037504401204e-06	0.000107248614220523	"prevalence"	405	101	1.61606847955632e-05	0.000171597089465617
"Ruminococcus_torques"	"reads"	"reads"	"reads"	-0.412511643040253	0.131182559719528	1	1	"abundance"	405	335	1.71104791260062e-05	0.000177312795702883
"GGB6601_SGB9333"	"age"	"age"	"age"	0.981935985539832	0.228512340710402	1.73062146490828e-05	0.000210558944897174	"prevalence"	405	20	1.73062146490828e-05	0.000177312795702883
"Ruminococcus_torques"	"reads"	"reads"	"reads"	0.685982535936737	0.154125824909552	8.55527615937819e-06	0.00011102847282393	"prevalence"	405	335	1.71104791260062e-05	0.000177312795702883
"Anaerostipes_hadrus"	"age"	"age"	"age"	0.0682470676655743	0.141999626077388	1	1	"abundance"	405	340	2.45875431487469e-05	0.000247571124118417
"Anaerostipes_hadrus"	"age"	"age"	"age"	-0.583498182688804	0.133453050289964	1.22938471437122e-05	0.00015275759004102	"prevalence"	405	340	2.45875431487469e-05	0.000247571124118417
"Phocaeicola_sartorii"	"age"	"age"	"age"	0.56823021730879	0.151072732160212	1.30151593402683e-05	0.000480476298978238	"abundance"	405	122	2.6030149286164e-05	0.000257654359035928
"Phocaeicola_sartorii"	"age"	"age"	"age"	0.023763785589081	0.113460878455047	0.834101060052566	0.887276901768121	"prevalence"	405	122	2.6030149286164e-05	0.000257654359035928
"Akkermansia_sp_KLE1798"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.17651198310345e-05	0.00035674673041008	"prevalence"	405	51	3.17651198310345e-05	0.000309180499688736
"GGB9342_SGB14306"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.27437829824356e-05	0.000360799420032875	"prevalence"	405	32	3.27437829824356e-05	0.000313481463307252
"Bacteroides_faecis"	"reads"	"reads"	"reads"	-0.880863111531274	0.304064366828996	0.0561984560436253	0.179107309549108	"abundance"	405	131	3.77478000277453e-05	0.000355559922841988
"Bacteroides_faecis"	"reads"	"reads"	"reads"	0.503991136741846	0.117815215002929	1.88740781292853e-05	0.000224948196479645	"prevalence"	405	131	3.77478000277453e-05	0.000355559922841988
"Barnesiella_intestinihominis"	"reads"	"reads"	"reads"	0.402952593393704	0.159544598735746	2.19315223251026e-05	0.000649386819554865	"abundance"	405	169	4.38625636585338e-05	0.000401281461467194
"Blautia_obeum"	"age"	"age"	"age"	-0.810534567286276	0.159370128572951	2.19882670278171e-05	0.000649386819554865	"abundance"	405	246	4.39760505717473e-05	0.000401281461467194
"Barnesiella_intestinihominis"	"reads"	"reads"	"reads"	0.241854965703222	0.107047987235211	0.0238638890067638	0.0700327194972365	"prevalence"	405	169	4.38625636585338e-05	0.000401281461467194
"Blautia_obeum"	"age"	"age"	"age"	-0.289994911885803	0.108157050598325	0.00733500884378808	0.0283685110249817	"prevalence"	405	246	4.39760505717473e-05	0.000401281461467194
"Alistipes_finegoldii"	"age"	"age"	"age"	-0.568916453408976	0.144464721985626	0.00215632469679905	0.0212278186818218	"abundance"	405	230	4.60654389088361e-05	0.000413880251119389
"Alistipes_finegoldii"	"age"	"age"	"age"	-0.45679063776915	0.107905216382012	2.30329847136104e-05	0.00026902526145497	"prevalence"	405	230	4.60654389088361e-05	0.000413880251119389
"Odoribacter_splanchnicus"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.494186728905174	0.804870297444824	"abundance"	405	255	5.34945072200682e-05	0.000473345336613936
"Odoribacter_splanchnicus"	"red_meat"	"red_meat"	"red_meat"	NA	NA	2.67476113273899e-05	0.000306286372846975	"prevalence"	405	255	5.34945072200682e-05	0.000473345336613936
"GGB9708_SGB15234"	"age"	"age"	"age"	-1.24430388739503	0.256392477909507	2.82436677194742e-05	0.000781996549982941	"abundance"	405	111	5.64865377341821e-05	0.000492360269205408
"GGB9708_SGB15234"	"age"	"age"	"age"	0.259262868686121	0.111456745139151	0.0200116212930554	0.0616202236375694	"prevalence"	405	111	5.64865377341821e-05	0.000492360269205408
"Bilophila_wadsworthia"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.11934929991382e-05	0.000812865729330485	"abundance"	405	260	6.2386012964271e-05	0.000535785758399034
"Bilophila_wadsworthia"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.0120674911279035	0.0422000887347044	"prevalence"	405	260	6.2386012964271e-05	0.000535785758399034
"GGB9453_SGB14844"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.54804488368504e-05	0.000873213268595818	"abundance"	405	62	7.09596388114512e-05	0.000600585928491123
"GGB9453_SGB14844"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.0392303003066919	0.107043810054697	"prevalence"	405	62	7.09596388114512e-05	0.000600585928491123
"Parasutterella_excrementihominis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	3.90353851721207e-05	0.000910140822697341	"abundance"	405	228	7.8069246582946e-05	0.000651320571492007
"Parasutterella_excrementihominis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.690634040989833	0.792397406558079	"prevalence"	405	228	7.8069246582946e-05	0.000651320571492007
"Phocaeicola_massiliensis"	"age"	"age"	"age"	0.197231007672499	0.191131245621553	0.099054935942194	0.263215854558047	"abundance"	405	129	8.64070066587731e-05	0.000710728054770754
"Phocaeicola_massiliensis"	"age"	"age"	"age"	0.450498181030297	0.110155966839252	4.32044366410593e-05	0.000467247981451456	"prevalence"	405	129	8.64070066587731e-05	0.000710728054770754
"GGB33469_SGB15236"	"reads"	"reads"	"reads"	0.0850473272323819	0.205198121477937	0.0665876280678839	0.199312967797788	"abundance"	405	132	9.11712294311161e-05	0.000739499972052386
"GGB33469_SGB15236"	"reads"	"reads"	"reads"	0.475492887107088	0.116623193072851	4.55866537870598e-05	0.000484047378393507	"prevalence"	405	132	9.11712294311161e-05	0.000739499972052386
"Clostridium_symbiosum"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.578673586295646	0.891843709067982	"abundance"	405	89	0.000101308895408947	0.000799839737149339
"Ruminococcus_lactaris"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.0892495193050879	0.24500638704192	"abundance"	405	153	0.000102719144325686	0.000799839737149339
"Ruthenibacterium_lactatiformans"	"reads"	"reads"	"reads"	-0.989818661050141	0.168299306308149	5.09741677443554e-05	0.00112907781553747	"abundance"	405	235	0.000101945737122934	0.000799839737149339
"Clostridium_symbiosum"	"red_meat"	"red_meat"	"red_meat"	NA	NA	5.06557307060002e-05	0.000526223867051096	"prevalence"	405	89	0.000101308895408947	0.000799839737149339
"Ruminococcus_lactaris"	"red_meat"	"red_meat"	"red_meat"	NA	NA	5.13608911334118e-05	0.000526223867051096	"prevalence"	405	153	0.000102719144325686	0.000799839737149339
"Ruthenibacterium_lactatiformans"	"reads"	"reads"	"reads"	0.111534392020282	0.104276040053749	0.284796201357357	0.446468063547656	"prevalence"	405	235	0.000101945737122934	0.000799839737149339
"Bilophila_wadsworthia"	"age"	"age"	"age"	-0.639537231896922	0.127124132695344	5.97115433125239e-05	0.00125962922321181	"abundance"	405	260	0.000119419521156643	0.000917644741519469
"Bilophila_wadsworthia"	"age"	"age"	"age"	0.134094816408849	0.110107514560695	0.223279668664691	0.387369260017908	"prevalence"	405	260	0.000119419521156643	0.000917644741519469
"Butyrivibrio_crossotus"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.000127330012870672	0.00112832544816071	"prevalence"	405	22	0.000127330012870672	0.000965723733980164
"Bacteroides_finegoldii"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.416638916694878	0.720980625374339	"abundance"	405	133	0.000134393396477923	0.00100622748132188
"Bacteroides_finegoldii"	"red_meat"	"red_meat"	"red_meat"	NA	NA	6.7198956088811e-05	0.000676623971652856	"prevalence"	405	133	0.000134393396477923	0.00100622748132188
"Barnesiella_intestinihominis"	"age"	"age"	"age"	-0.113726175762677	0.174186671159832	1	1	"abundance"	405	169	0.000141036480880527	0.00104259879536997
"Barnesiella_intestinihominis"	"age"	"age"	"age"	0.418297827663144	0.105244812261271	7.05207270267339e-05	0.000698035670908688	"prevalence"	405	169	0.000141036480880527	0.00104259879536997
"Dysosmobacter_welbionis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	7.21630439233466e-05	0.00145310129354739	"abundance"	405	325	0.000144320880341785	0.00105354242649503
"Dysosmobacter_welbionis"	"red_meat"	"red_meat"	"red_meat"	NA	NA	0.241372566153275	0.405062007567565	"prevalence"	405	325	0.000144320880341785	0.00105354242649503
"Clostridium_symbiosum"	"age"	"age"	"age"	-0.579766916319571	0.4593761235792	0.32037497426913	0.601381837293325	"abundance"	405	89	0.000152949937469757	0.00110275016644862
"Clostridium_symbiosum"	"age"	"age"	"age"	-0.572847831087916	0.144834928577722	7.64778931689501e-05	0.000744384826844448	"prevalence"	405	89	0.000152949937469757	0.00110275016644862
"Blautia_wexlerae"	"reads"	"reads"	"reads"	-0.290753377974358	0.124812800605907	1	1	"abundance"	405	372	0.000163673501487472	0.00116567469352053
"Blautia_wexlerae"	"reads"	"reads"	"reads"	0.830876115272277	0.210938652890662	8.18400996446907e-05	0.00078351833102458	"prevalence"	405	372	0.000163673501487472	0.00116567469352053
