"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Escherichia_coli"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.96377765146394	-0.594461452578271	0.406780237494899	3.73349625530324e-08	2.53411058328707e-06	3.73349625530324e-08	1.46901824921457e-06	NA	"abundance"	685	327
"Anaerostipes_hadrus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.31491761531241	0	0.420532638961542	3.69739556760082e-08	2.53411058328707e-06	7.3947909984943e-08	2.6898552257023e-06	NA	"prevalence"	685	468
"Roseburia_inulinivorans"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.25456553620911	0	0.413184513636094	4.85450949899161e-08	3.10117489170876e-06	9.70901876232058e-08	3.32391112921799e-06	NA	"prevalence"	685	349
"Bacteroides_faecis"	"reads"	"reads"	"reads"	1.05301148960054	0	0.194033658816299	5.73243099479007e-08	3.45856670019001e-06	1.14648616609725e-07	3.70697193704778e-06	NA	"prevalence"	685	203
"Bacteroides_thetaiotaomicron"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.28261359521258	0	0.60808014164339	6.72663270764387e-08	3.84480164236908e-06	1.34532649628119e-07	4.12094747808237e-06	NA	"prevalence"	685	453
"Ruthenibacterium_lactatiformans"	"reads"	"reads"	"reads"	0.620187191522132	0	0.115382754307226	7.65646816755025e-08	4.15746221497979e-06	1.53129357488855e-07	4.45606430292567e-06	NA	"prevalence"	685	336
"Blautia_wexlerae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.90070224691436	0	0.360970014231771	1.39777462128916e-07	6.74903328440892e-06	2.79554904720093e-07	7.23376996465098e-06	NA	"prevalence"	685	558
"Clostridium_leptum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.29257241617122	0	0.623985434117659	1.3154419960505e-07	6.74903328440892e-06	2.63088381906224e-07	7.23376996465098e-06	NA	"prevalence"	685	232
"Roseburia_hominis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.1044323515254	0	0.399973068895939	1.42935327386192e-07	6.74903328440892e-06	2.85870634341877e-07	7.23376996465098e-06	NA	"prevalence"	685	351
"Blautia_faecis"	"reads"	"reads"	"reads"	0.70327008210071	0	0.136318750241452	2.48256266955751e-07	1.12335960797477e-05	4.96512472280328e-07	1.2040427452798e-05	NA	"prevalence"	685	469
"Bacteroides_xylanisolvens"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.73913614303282	0	0.536801325351243	3.34841511812994e-07	1.45455152731565e-05	6.6968291150715e-07	1.55902181798864e-05	NA	"prevalence"	685	456
"Collinsella_aerofaciens"	"reads"	"reads"	"reads"	0.742520073850555	0	0.14611085208552	3.73687093435788e-07	1.56086224412025e-05	7.47374047229534e-07	1.67296805956765e-05	NA	"prevalence"	685	288
"Bacteroides_ovatus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.87137455173985	0	0.566085591760389	3.92968228754462e-07	1.5806055423235e-05	7.85936303084896e-07	1.69412936442744e-05	NA	"prevalence"	685	499
"Alistipes_shahii"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.5703172547751	0	0.705981401679444	4.25368185763261e-07	1.64982089192465e-05	8.50736190588429e-07	1.76831593900881e-05	NA	"prevalence"	685	255
"Dorea_longicatena"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.55758381455665	0	0.507182792018851	4.58946382695645e-07	1.71867507450852e-05	9.17892554759509e-07	1.78249845229484e-05	NA	"prevalence"	685	429
"Veillonella_dispar"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.29570632069547	-0.594461452578271	0.519542608953424	5.47940030088702e-07	1.9835429089211e-05	1.09587975993913e-06	2.05742587188572e-05	NA	"abundance"	685	204
"GGB33469_SGB15236"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-5.73393887253099	-0.594461452578271	0.950267766015083	9.18813635203524e-07	3.07115966389071e-05	9.18813635203524e-07	1.78249845229484e-05	NA	"abundance"	685	108
"Clostridiales_bacterium"	"reads"	"reads"	"reads"	0.801717510267757	0	0.163441692543668	9.33225312231983e-07	3.07115966389071e-05	1.86644975355448e-06	3.29173865626882e-05	NA	"prevalence"	685	407
"Eubacterium_siraeum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.9772300342891	0	0.606411843434549	9.12696834233876e-07	3.07115966389071e-05	1.82539283545224e-06	3.29173865626882e-05	NA	"prevalence"	685	229
"Veillonella_parvula"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.14468957323166	-0.594461452578271	0.520772617381345	1.70488217251719e-06	4.74744112654788e-05	3.40976143841117e-06	5.08841322347512e-05	NA	"abundance"	685	233
"Clostridium_sp_AM22_11AC"	"reads"	"reads"	"reads"	0.934865671447654	0	0.195094627536246	1.65244183112242e-06	4.74744112654788e-05	3.30488093168084e-06	5.08841322347512e-05	NA	"prevalence"	685	285
"Dysosmobacter_welbionis"	"reads"	"reads"	"reads"	0.856166256277054	0	0.178205520170892	1.55235165382898e-06	4.74744112654788e-05	3.10470089786231e-06	5.08841322347512e-05	NA	"prevalence"	685	524
"Fusicatenibacter_saccharivorans"	"antibiotics"	"Yes"	"antibioticsYes"	-1.92868102589973	0	0.40197617539465	1.60259099662034e-06	4.74744112654788e-05	3.20517942494279e-06	5.08841322347512e-05	NA	"prevalence"	685	484
"Odoribacter_splanchnicus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.82215650465798	0	0.795709743191895	1.5595040192204e-06	4.74744112654788e-05	3.11900560638802e-06	5.08841322347512e-05	NA	"prevalence"	685	359
"Phocaeicola_vulgatus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.71009988415178	0	0.566014042605688	1.68415109001232e-06	4.74744112654788e-05	3.36829934365974e-06	5.08841322347512e-05	NA	"prevalence"	685	544
"Flavonifractor_plautii"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.00083384907858	0	0.418812090629561	1.77574271766484e-06	4.82114147846003e-05	3.55148228206747e-06	5.16740672040818e-05	NA	"prevalence"	685	559
"Blautia_obeum"	"reads"	"reads"	"reads"	0.664980403000187	0	0.140808382791914	2.32858827506501e-06	6.02106396838237e-05	4.65717112780666e-06	6.61091121069141e-05	NA	"prevalence"	685	378
"Candidatus_Cibionibacter_quicibialis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.23307981022906	0	0.687719287847016	2.58685128048789e-06	6.53330346653454e-05	5.17369586917624e-06	7.1692642758585e-05	NA	"prevalence"	685	407
"Bilophila_wadsworthia"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.62889149864811	0	0.559961851715101	2.66908269870045e-06	6.5877813881561e-05	5.33815827339844e-06	7.22513515143695e-05	NA	"prevalence"	685	337
"Clostridium_sp_AF34_10BH"	"reads"	"reads"	"reads"	0.632642201779311	0	0.135103766888254	2.8320467120423e-06	6.83467273172875e-05	5.66408540359603e-06	7.49204023839293e-05	NA	"prevalence"	685	377
"Blautia_obeum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.23326582433149	0	0.48145336833532	3.5079049009009e-06	8.28170591821387e-05	7.01579749640501e-06	9.07376476201715e-05	NA	"prevalence"	685	378
"Clostridiaceae_bacterium"	"reads"	"reads"	"reads"	0.658444635218023	0	0.143884838978035	4.73516214014575e-06	0.000109412469876559	9.470301858531e-06	0.000119819906123153	NA	"prevalence"	685	465
"Clostridium_symbiosum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.87487246990892	-0.594461452578271	0.490388776597705	5.53822415365178e-06	0.000120596024879931	1.10764176353768e-05	0.000131895162233029	NA	"abundance"	685	250
"Sutterella_wadsworthensis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.34218899805978	-0.594461452578271	0.36391573597504	5.55230317126755e-06	0.000120596024879931	1.11045755144646e-05	0.000131895162233029	NA	"abundance"	685	243
"Clostridiaceae_bacterium"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.91614163137354	0	0.421330471046963	5.42004991899285e-06	0.000120596024879931	1.08400704610446e-05	0.000131895162233029	NA	"prevalence"	685	465
"Phocaeicola_vulgatus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.43310175122686	-0.594461452578271	0.349424074915722	6.66666642318387e-06	0.000139230764145725	3.36829934365974e-06	5.08841322347512e-05	NA	"abundance"	685	544
"Bacteroides_ovatus"	"reads"	"reads"	"reads"	0.177940541220461	-0.207987406172782	0.0771018301863824	7.7059226644853e-06	0.000153743585797207	1.54117859477265e-05	0.000174292145556732	NA	"abundance"	685	499
"Ruminococcus_gnavus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.44234018760399	-0.594461452578271	0.401535150736349	7.78627736542022e-06	0.000153743585797207	1.55724941047252e-05	0.000174292145556732	NA	"abundance"	685	373
"Ruthenibacterium_lactatiformans"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.8184938570341	0	0.406535656438595	7.70766579734663e-06	0.000153743585797207	1.54152721865812e-05	0.000174292145556732	NA	"prevalence"	685	336
"Flavonifractor_plautii"	"reads"	"reads"	"reads"	0.681928730834307	0	0.152909984323464	8.20842868910443e-06	0.000159184884935132	1.64167899999073e-05	0.000180274939244265	NA	"prevalence"	685	559
"Lachnospira_eligens"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.06937506422141	0	0.468084131967991	9.82693494589033e-06	0.000187228971074331	1.96537733231302e-05	0.000211824001371515	NA	"prevalence"	685	355
"Candidatus_Cibionibacter_quicibialis"	"reads"	"reads"	"reads"	0.806982064411285	0	0.183858820656529	1.13799907008577e-05	0.000213080515536749	2.2759851897527e-05	0.00024084061462474	NA	"prevalence"	685	407
"Enterocloster_bolteae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.28786549920469	-0.594461452578271	0.374186780177994	1.25243317230178e-05	0.000226690404186622	2.50485065871504e-05	0.000255758435679326	NA	"abundance"	685	423
"Coprococcus_comes"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.27945771378668	0	0.521739684917642	1.24841928332549e-05	0.000226690404186622	2.49682298114391e-05	0.000255758435679326	NA	"prevalence"	685	320
"Clostridium_sp_AT4"	"reads"	"reads"	"reads"	0.58592208118528	0	0.134540593235103	1.33076862304961e-05	0.000236920446660964	2.66151953664794e-05	0.000267069719022259	NA	"prevalence"	685	229
"Enterocloster_bolteae"	"reads"	"reads"	"reads"	0.534518742509319	0	0.123313955657515	1.46014254174915e-05	0.000255760451667673	2.92026376333587e-05	0.000288066696654488	NA	"prevalence"	685	423
"Eubacterium_rectale"	"antibiotics"	"Yes"	"antibioticsYes"	-1.83928851647717	0	0.428316217092644	1.75300362802862e-05	0.000302184434926838	3.50597652584004e-05	0.000334504645580148	NA	"prevalence"	685	514
"Bacteroides_fragilis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.44436739007271	0	0.5750694562415	2.13236433824943e-05	0.000353342572756251	4.26468320672215e-05	0.000390551599238179	NA	"prevalence"	685	392
"Collinsella_SGB14861"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.3085519611772	0	0.543066871218922	2.128624601721e-05	0.000353342572756251	4.25720389301505e-05	0.000390551599238179	NA	"prevalence"	685	273
"Ruminococcus_torques"	"reads"	"reads"	"reads"	0.557018567451863	0	0.131094413371176	2.14738580128109e-05	0.000353342572756251	4.29472548990438e-05	0.000390551599238179	NA	"prevalence"	685	463
"Clostridium_leptum"	"reads"	"reads"	"reads"	0.531914268902	0	0.126014159608744	2.43148148594564e-05	0.000389907245711836	4.86290385086912e-05	0.000430570366365894	NA	"prevalence"	685	232
"Parabacteroides_merdae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.09876734816949	0	0.497320665345575	2.4414081683614e-05	0.000389907245711836	4.88275673198437e-05	0.000430570366365894	NA	"prevalence"	685	343
"Lachnospira_eligens"	"reads"	"reads"	"reads"	0.555976435440848	0	0.132762797590627	2.81742675384874e-05	0.000443438471692715	5.63477412876235e-05	0.00048946843924473	NA	"prevalence"	685	355
"Klebsiella_pneumoniae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	2.83087373200784	-0.594461452578271	0.739585050527628	3.06817116251609e-05	0.000465044038047161	3.06817116251609e-05	0.000297612602764061	NA	"abundance"	685	76
"Clostridium_fessum"	"reads"	"reads"	"reads"	0.730771841214608	0	0.175361318869325	3.08316489313035e-05	0.000465044038047161	6.16623472720312e-05	0.00052775714871062	NA	"prevalence"	685	391
"Blautia_wexlerae"	"reads"	"reads"	"reads"	0.598516349976285	0	0.143951700122115	3.2138604739363e-05	0.000478116777355455	6.42761765888114e-05	0.000542155576444757	NA	"prevalence"	685	558
"Bacteroides_uniformis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.06141041178769	-0.594461452578271	0.287935495235152	3.49562691232247e-05	0.000513006868484081	8.38414545492214e-10	8.13262109127447e-08	NA	"abundance"	685	553
"Clostridium_sp_AF36_4"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.50180540030666	0	0.605097034810903	3.55647096264037e-05	0.000514976995390326	7.11281544042367e-05	0.000591379798046654	NA	"prevalence"	685	198
"Clostridium_sp_AM22_11AC"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.37354836257955	0	0.578560404069828	4.0869670770593e-05	0.000576421590348883	8.17376712111971e-05	0.00066071284229051	NA	"prevalence"	685	285
"Bilophila_wadsworthia"	"reads"	"reads"	"reads"	0.604090860952483	0	0.148331601954317	4.64971805881806e-05	0.000647383822035438	9.29921991885586e-05	0.000741389862023851	NA	"prevalence"	685	337
"GGB3746_SGB5089"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.86903137104322	0	0.46335983112848	5.49171030033611e-05	0.000754936377995572	0.00010983119011852	0.000863807468229441	NA	"prevalence"	685	242
"Prevotella_copri_clade_A"	"reads"	"reads"	"reads"	0.65139673994931	0	0.162207148488442	5.92363157970264e-05	0.000804132986944634	0.000118469122652944	0.000907224070842279	NA	"prevalence"	685	111
"Bifidobacterium_longum"	"antibiotics"	"Yes"	"antibioticsYes"	1.63294914362658	-0.163407017474692	0.413660795355532	6.3649939958845e-05	0.000842973595064703	0.000127295828602833	0.000949822721113447	NA	"abundance"	685	348
"Clostridium_sp_AF20_17LB"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.32130495564001	0	0.580184440204213	6.30813267976921e-05	0.000842973595064703	0.000126158674341593	0.000949822721113447	NA	"prevalence"	685	260
"Roseburia_sp_AF02_12"	"reads"	"reads"	"reads"	0.811034250592919	0	0.203091003344113	6.51181615064619e-05	0.000852027992723104	0.000130232082637966	0.000959431292345521	NA	"prevalence"	685	100
"Sutterella_wadsworthensis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.67552863423418	0	0.921275039957783	6.61818640049928e-05	0.00085563695606455	1.11045755144646e-05	0.000131895162233029	NA	"prevalence"	685	243
"Eubacterium_ventriosum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-4.14108923010696	0	1.04028716151177	6.87075870855303e-05	0.000877840465586894	0.000137410453438538	0.000999661048765361	NA	"prevalence"	685	168
"Coprococcus_comes"	"reads"	"reads"	"reads"	0.633054495809573	0	0.159726940339309	7.39038974955642e-05	0.000933251542792823	0.000147802333205064	0.00106198713488083	NA	"prevalence"	685	320
"Dorea_longicatena"	"reads"	"reads"	"reads"	0.6227312430331	0	0.157353518456249	7.57288329730972e-05	0.000942750532990061	0.000151451931090051	0.00107129217506264	NA	"prevalence"	685	429
"Firmicutes_bacterium_AF16_15"	"reads"	"reads"	"reads"	0.532927386259988	0	0.134732597840853	7.63923083822517e-05	0.000942750532990061	0.000152778780979724	0.00107129217506264	NA	"prevalence"	685	331
"Roseburia_faecis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.58809434490007	0	0.401877881250085	7.76032096139068e-05	0.00094693354652475	0.000155200396969671	0.00107531703614701	NA	"prevalence"	685	420
"Faecalibacterium_SGB15346"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.34025953206422	-0.594461452578271	0.657527967928389	8.13628645452194e-05	0.000970989790067124	8.13628645452194e-05	0.00066071284229051	NA	"abundance"	685	318
"Roseburia_inulinivorans"	"antibiotics"	"Yes"	"antibioticsYes"	-1.44806497296855	0	0.367319243649355	8.07201444301879e-05	0.000970989790067124	0.000161433773118659	0.00110534654064776	NA	"prevalence"	685	349
"Faecalibacterium_prausnitzii"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.90858810392156	-0.594461452578271	0.265646105383326	9.50203737362442e-05	0.0011216535421474	3.35683157809074e-12	9.76837989224405e-10	NA	"abundance"	685	573
"Ruminococcus_bicirculans"	"antibiotics"	"Yes"	"antibioticsYes"	-1.72251815376922	0	0.444006418995021	0.000104676003313683	0.00122234558708236	0.000209341049561696	0.00140041943499893	NA	"prevalence"	685	236
"Lachnospira_pectinoschiza"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.39535711447954	0	0.618978727230638	0.000108900685985516	0.00125815047851351	0.000217789512611623	0.00144038064022687	NA	"prevalence"	685	189
"Haemophilus_parainfluenzae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.36723825878401	-0.594461452578271	0.454559704485687	0.000114233596147238	0.00130587037279896	0.000114233596147238	0.000886452706102569	NA	"abundance"	685	276
"Bacteroides_fragilis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.00560505049488	-0.594461452578271	0.364430751996911	0.000133902187441885	0.00151476849543632	4.26468320672215e-05	0.000390551599238179	NA	"abundance"	685	392
"Faecalibacterium_SGB15315"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.18454861875835	0	0.834782390779252	0.000136279550995669	0.00152576899362161	0.000272540529875318	0.0017822313301959	NA	"prevalence"	685	224
"Firmicutes_bacterium_AF16_15"	"age"	"age"	"age"	-1.38020634126733	-0.199122639925785	0.272416601660149	0.000185881026678403	0.00201866794972746	0.000185881026678403	0.00125793904100966	NA	"abundance"	685	331
"Waltera_intestinalis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.97969484044819	0	0.529539103495015	0.000185103556008329	0.00201866794972746	0.000370172848690211	0.00239378442153003	NA	"prevalence"	685	176
"GGB9480_SGB14874"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.70067202089489	0	0.992879381982292	0.000193609541491181	0.00208178180256854	0.000387181598327805	0.00247626033216244	NA	"prevalence"	685	162
"Fusicatenibacter_saccharivorans"	"reads"	"reads"	"reads"	0.525537658805012	0	0.141338542090209	0.000200576095325908	0.00213554548552879	0.0004011119598818	0.00251018452313127	NA	"prevalence"	685	484
"Bacteroides_finegoldii"	"reads"	"reads"	"reads"	0.697726651998297	0	0.188453820324803	0.000213590874644549	0.00225203582392214	0.000427136128227367	0.00264460879391838	NA	"prevalence"	685	97
"Lacrimispora_amygdalina"	"reads"	"reads"	"reads"	0.53307973060177	0	0.146010922188698	0.000261264062589484	0.00272819973050173	0.000522459866268569	0.0031674129392532	NA	"prevalence"	685	338
"Haemophilus_parainfluenzae"	"age"	"age"	"age"	-1.09796110465239	0	0.301673672871728	0.000273098421910675	0.00282461796376184	0.000546122261073301	0.0032767335664398	NA	"prevalence"	685	276
"Enterocloster_bolteae"	"antibiotics"	"Yes"	"antibioticsYes"	1.26731592241925	-0.163407017474692	0.355659781748591	0.000280420004731532	0.00286266330330175	0.000560761374084011	0.00331574221409718	NA	"abundance"	685	423
"Bacteroides_uniformis"	"reads"	"reads"	"reads"	0.67906484914466	0	0.187005668220706	0.000282048778502106	0.00286266330330175	0.000564018005490757	0.00331574221409718	NA	"prevalence"	685	553
"Bacteroides_caccae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.10369390741653	0	0.580473293599297	0.000289968160995761	0.00291579095223515	0.000579852240457131	0.0033747400394605	NA	"prevalence"	685	408
"GGB3746_SGB5089"	"reads"	"reads"	"reads"	0.462468733670139	0	0.127836314804515	0.000297274866641581	0.00296183949699777	0.000594461360936826	0.00342551002044785	NA	"prevalence"	685	242
"Anaerostipes_hadrus"	"antibiotics"	"Yes"	"antibioticsYes"	-1.43118841538336	0	0.396643214332671	0.000308267759265234	0.00301602510416256	0.000616440489519066	0.0034831880087388	NA	"prevalence"	685	468
"Parasutterella_excrementihominis"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.07005646713128	0	0.850428131165823	0.000306181856398889	0.00301602510416256	0.000612269965468591	0.0034831880087388	NA	"prevalence"	685	242
"Oscillibacter_sp_ER4"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.90312814330504	0	0.806439651252753	0.000318300049888017	0.00308637369802131	0.000636498784854276	0.00352802183604941	NA	"prevalence"	685	190
"Roseburia_hominis"	"antibiotics"	"Yes"	"antibioticsYes"	-1.23317793917489	0	0.343586997005519	0.000331785070127969	0.0031886600545042	0.000663460058923178	0.00357927942413459	NA	"prevalence"	685	351
"Enterocloster_bolteae"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.58970679978961	0	0.443343291595898	0.000336143982325071	0.00320221372635989	2.50485065871504e-05	0.000255758435679326	NA	"prevalence"	685	423
"Bacteroides_cellulosilyticus"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-3.10837245776886	0	0.874082690199267	0.000376323860049858	0.00352316993115643	0.000752506100452074	0.00398144136784643	NA	"prevalence"	685	167
"GGB3746_SGB5089"	"antibiotics"	"Yes"	"antibioticsYes"	-1.67514472773497	0	0.470936942754421	0.000375047413466894	0.00352316993115643	0.00074995416637144	0.00398144136784643	NA	"prevalence"	685	242
"Bifidobacterium_longum"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.24725845625299	-0.594461452578271	0.473778864004781	0.000380463490563413	0.00353148163035783	0.000760782228659174	0.00398896627999675	NA	"abundance"	685	348
"Enterocloster_clostridioformis"	"age"	"age"	"age"	1.48378370708274	-0.199122639925785	0.376135861779212	0.000392398711504639	0.00361139831096642	0.000392398711504639	0.00248234837060543	NA	"abundance"	685	183
