feature	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature13	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature48	Feature49	Feature50	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature70	Feature71	Feature72	Feature73	Feature74	Feature75	Feature76	Feature77	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature90	Feature91	Feature92	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100	Feature101
Sample18	43.2908279783967	NA	NA	1.88220991210421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88220991210421	NA	NA	NA	NA	NA	NA	NA	59.6033138832999	NA	20.7043090331463	NA	NA	NA	NA	NA	NA	508.196676268136	NA	NA	11.2932594726252	NA	NA	1.88220991210421	48.9374577147094	NA	15087.7946554273	NA	NA	0.627403304034735	NA	NA	NA	NA	NA	NA	NA	NA	596.033138832998	NA	NA	NA	2.50961321613894	NA	NA	NA	NA	NA	NA	NA	3.76441982420841	NA	106.03115838187	NA	NA	NA	20.0769057291115	1362.09257305941	NA	NA	NA	NA	NA	NA	2232.30095575559
Sample19	NA	NA	NA	NA	1.01873129108535	NA	1.01873129108535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.1051461740356	NA	9.16858161976814	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.720285353508	NA	NA	NA	368.780727372896	NA	NA	NA	NA	1973.28251083232	NA	NA	NA	NA	NA	3.05619387325605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.13111903759744	NA	NA	NA	NA	NA	NA	95.7607413620228	43863.5132002619	NA	NA	NA	NA	NA	NA	6428.19444674855
Sample20	46.3683884193606	NA	NA	2.35372530047516	13.5339204777321	202.185003310816	0.706117590142547	NA	NA	NA	0.706117590142547	NA	NA	NA	NA	NA	NA	NA	NA	1.64760771033261	NA	NA	0.117686265023758	NA	NA	NA	0.823803855166304	NA	NA	NA	NA	NA	NA	NA	NA	550.183288986068	NA	102.975481895788	NA	NA	NA	NA	NA	NA	16.3583908383023	NA	NA	NA	NA	NA	1.64760771033261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1808616826609	3.76596048076025	NA	NA	NA	0.117686265023758	NA	NA	261.969625942885	NA	NA	NA	NA	NA	NA	140.870459233438
Sample21	NA	NA	NA	NA	NA	NA	1.38066509085085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.652678042947673	NA	NA	NA	NA	NA	NA	NA	NA	0.356462623456037	0.497039432706305	NA	0.0401648026429337	NA	NA	NA	18.34527360716	NA	0.567327837331439	NA	NA	NA	0.205844613545035	NA	NA	4.011459663963	NA	NA	42.1077749707856	NA	NA	7.2397056763888	29.7068921547798	NA	NA	NA	NA	145.637574383278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0200824013214669	0.035144202312567	NA	NA	NA	NA	NA	NA	NA	28.271000460295	0.110453207268068	0.0753090049555007	12.8025308424351	NA	0.256050616848702	NA	12.5515008259168	36.198528381944	NA	NA	NA	NA	NA	NA	36.9064330285257
Sample22	NA	NA	NA	3.19633384925658	NA	NA	NA	NA	NA	NA	4.97207487662135	NA	NA	NA	NA	NA	NA	3.19633384925658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.45811231493202	NA	37.645709780133	NA	NA	NA	NA	NA	NA	43.6832292731733	NA	NA	32.6736349035117	NA	NA	49.7207487662135	18.8228548900665	NA	NA	NA	NA	2486.39258651615	NA	NA	NA	NA	NA	1.06544461641886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.8324492597281	NA	NA	NA	NA	110.095943696616	NA	NA	NA	NA	NA	NA	1211.76567707372
Sample23	39.6977245438043	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.213101282060299	NA	NA	NA	NA	NA	NA	25.6025968875302	NA	NA	NA	NA	NA	0.547974725297912	1.58303809530508	NA	1.03506337000717	22.0712042133881	NA	NA	NA	NA	NA	NA	NA	39.6368384632156	NA	110.356021066941	NA	NA	NA	NA	NA	NA	38.3277877305595	NA	NA	1.76569633707105	NA	NA	NA	5.02310164856419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0608860805886568	0.821962087946867	NA	323.548632248122	NA	NA	NA	NA	NA	NA	11.9032287550824	NA	0.57841776559224	NA	NA	NA	22.5887358983917	59.0290551307028	NA	NA	1.30905073265612	NA	NA	177.056722351814	218.093940668569
Sample24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381828386212582	NA	NA	NA	NA	NA	NA	NA	NA	0.035518919647682	NA	NA	NA	NA	0.00443986495596026	0.0710378392953641	NA	1.33195948678808	NA	NA	NA	NA	NA	NA	2.91255141110993	261.525805365883	NA	4.81281361226092	0.00887972991192051	NA	NA	NA	NA	NA	2.22881220789205	NA	NA	4.79949401739304	NA	NA	NA	77.1826123944131	NA	NA	NA	NA	1.56283246449801	NA	1.97573990540231	NA	NA	NA	NA	NA	NA	NA	NA	0.0621581093834436	NA	1.00784934500298	55.298518026485	NA	NA	NA	NA	NA	NA	5.96273863585462	NA	NA	NA	NA	NA	3.21446222811523	143.274442128837	NA	2.792675057299	NA	NA	NA	NA	70.6560109091515
Sample25	544.16601567009	NA	NA	1.26268105005572	NA	NA	0.420893683351906	NA	NA	NA	15.1769310526305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0742753558856304	NA	NA	NA	NA	NA	NA	NA	NA	244.390679315686	NA	38.7469773203372	0.321859875504398	NA	NA	0.346618327466275	NA	NA	NA	NA	NA	NA	NA	0.222826067656891	0.297101423542522	5.69444395123166	3.78804315016715	NA	NA	NA	NA	NA	78.6328434309207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.519927491199413	1.03985498239883	NA	NA	NA	NA	NA	NA	0.272342971580645	NA	1.48550711771261	NA	9.18538567785629	NA	2.25301912853079	326.984875060507	NA	NA	NA	NA	NA	NA	187.297689091598
Sample26	232.04173032139	NA	NA	0.259944746682375	NA	NA	NA	NA	1.47758066535245	NA	0.11629107088422	NA	NA	NA	NA	0.294148002824792	NA	NA	44.1564036798613	NA	14.6595155826402	NA	NA	NA	NA	NA	0.0615658610563519	19.5437405597775	NA	NA	NA	NA	NA	NA	NA	87.0404462312246	NA	231.987005111562	0.00684065122848354	NA	14.1259447868185	NA	NA	NA	7.05955206779502	NA	NA	159.845497255975	NA	NA	1.39549285061064	9.70004344198966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143653675798154	NA	0.0342032561424177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.90854169274691	NA	NA	NA	26.7332650009137	NA	NA	NA	NA	NA	NA	NA	146.834578619399
Sample27	243.214245672053	NA	NA	NA	0.139218228776218	NA	NA	NA	NA	0.139218228776218	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83530937265731	NA	NA	NA	NA	NA	NA	0.556872915104873	NA	NA	NA	NA	NA	NA	0.139218228776218	NA	47.7518524702429	0.278436457552437	28.1220822127961	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.364949962517	NA	NA	1.94905520286706	0.83530937265731	0.278436457552437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.583178738735	NA	NA	NA	NA	NA	NA	5.2902926934963	20.1866431725517	NA	1.25296405898596	NA	NA	NA	NA	904.083177672762	1.67061874531462	4.45498332083899	NA	NA	NA	NA	717.669969341406
Sample28	8.29461855866919	NA	NA	NA	NA	NA	NA	NA	NA	0.391255592390056	NA	NA	NA	NA	NA	NA	NA	0.273878914673039	NA	0.391255592390056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68239904727724	NA	1414.7410965232	NA	36.1911422960802	0.117376677717017	NA	NA	NA	NA	NA	20.814797515151	0.0391255592390056	NA	NA	NA	NA	NA	NA	0.273878914673039	NA	NA	NA	8.25549299943018	NA	NA	0.0782511184780112	NA	NA	0.117376677717017	NA	NA	NA	NA	NA	NA	1.72152460651625	1.3693945733652	NA	NA	NA	NA	NA	0.0782511184780112	6.45571727443592	NA	NA	NA	0.586883388585084	NA	322.472859247884	10.8769054684436	NA	4.42118819400763	NA	NA	NA	NA	193.749769351556
Sample29	21577.7498556223	NA	NA	NA	NA	18.0426372704298	NA	NA	NA	NA	26.7528759527062	NA	0.622159905876889	NA	NA	NA	NA	NA	1.86647971763067	0.622159905876889	NA	NA	NA	NA	NA	NA	NA	0.622159905876889	NA	NA	NA	NA	NA	NA	NA	8.08807877639956	NA	9.33239858815334	NA	NA	NA	NA	NA	NA	6.22159905876889	NA	NA	237.042924139095	NA	NA	NA	NA	NA	NA	NA	NA	0.622159905876889	NA	NA	NA	NA	NA	NA	NA	NA	5.599439152892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.11079952938445	NA	NA	NA	110.744463246086	144.963258069315	NA	11.8210382116609	15.5539976469222	NA	NA	NA	2660.35575752958
Sample30	NA	NA	NA	NA	3.18179029933301	NA	0.184987808100757	NA	0.536464643492194	NA	0.12949146567053	NA	NA	NA	NA	NA	NA	0.369975616201513	NA	1.14692441022469	12.3386868003205	NA	NA	NA	NA	NA	NA	1.01743294455416	NA	NA	NA	NA	NA	0.0184987808100757	NA	69.4074255994039	NA	55.6443326767076	0.0184987808100757	NA	NA	0.221985369720908	NA	NA	1.81288051938741	NA	NA	29.1910761182994	NA	NA	21.7360674518389	4.06973177821664	0.388474397011589	NA	NA	NA	6.17859279056527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09142806779446	0.0184987808100757	NA	NA	NA	NA	0.0369975616201513	NA	0.351476835391438	0.795447574833253	NA	202.228671815747	NA	NA	NA	NA	NA	NA	NA	5.5496342430227	NA	NA	NA	111.177672668555
Sample31	281.132930976086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466533240916173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21298642638205	NA	181.574737364575	NA	21.6471423785104	3.07911939004674	566.371354472234	NA	NA	NA	NA	1.49290637093175	NA	NA	NA	NA	NA	NA	76.324838213886	NA	NA	NA	NA	NA	NA	18.1014897475475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	424.638555881901	5.50509224281084	NA	NA	0.186613296366469	NA	0.0933066481832347	0.559839889099408	8.77082492922406	NA	66.807560099196	NA	0.373226592732939	NA	28.7384476404363	7.09130526192583	NA	NA	NA	NA	NA	NA	729.751295441078
Sample32	594.795857727349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686831244488856	NA	NA	NA	NA	NA	NA	NA	2.06049373346657	NA	NA	NA	NA	NA	NA	NA	749.332887737342	NA	65.9357994709302	NA	NA	NA	NA	NA	NA	0.686831244488856	NA	NA	138.739911386749	NA	NA	NA	161.405342454881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.981045723352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.92880617835513	NA	NA	NA	NA	NA	NA	12809.4027097172	NA	NA	NA	NA	NA	NA	6388.90423623534
Sample33	NA	NA	NA	NA	NA	NA	NA	0.0808064759151376	NA	0.210096837379358	25.5510076843665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.404032379575688	NA	NA	0.145451656647248	NA	NA	NA	NA	NA	157.346369901956	NA	118.300680739761	NA	NA	NA	NA	NA	NA	3.03832349440917	NA	NA	46.5122075367532	NA	NA	NA	1.81006506049908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032322590366055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31106521117294	NA	NA	NA	NA	0.0161612951830275	NA	84.4589286265019	169.64511553624	NA	30.0761703356142	1.32522620500826	NA	NA	NA	249.999075186253
Sample34	NA	NA	NA	NA	0.230941732256466	NA	NA	NA	NA	NA	6.06222047173223	NA	NA	NA	NA	NA	NA	1.27017952741056	NA	1.27017952741056	9.23766929025863	NA	NA	4.44562834593697	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84753385805173	NA	56.5807244028341	NA	17.6670425176196	NA	NA	NA	NA	NA	NA	8.71805039268158	NA	NA	0.230941732256466	NA	NA	NA	4.50336377900108	3.57959684997522	NA	NA	NA	2644.10962803734	NA	84.1782614074818	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346412598384699	18.9949574780943	NA	NA	NA	NA	NA	0.750560629833514	1.96300472417996	NA	NA	2.88677165320582	NA	NA	NA	51.1535936948072	52.3083023560895	NA	7.21692913301456	NA	NA	NA	NA	308.595889727702
Sample35	NA	NA	NA	NA	NA	23.9826713235396	NA	0.824461581023133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23817779007335	NA	NA	NA	NA	NA	NA	NA	0.0366427369343615	NA	NA	NA	NA	NA	67.0104051687135	NA	141.486767987803	1.08096073956366	NA	NA	NA	NA	NA	NA	NA	NA	7.85986707242053	NA	NA	NA	13.9700434562253	NA	0.366427369343615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641247896351326	0.0366427369343615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4290667404401	221.899254190259	NA	80.8155563087342	NA	NA	NA	21.7199823178428	0.650408580584916	NA	NA	NA	NA	NA	NA	58.1062200936637
