"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Feature83"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.996393826878386	0	1.10005037668496	0.431827932978791	0.994449924588686	0.00123102609724779	0.0268882015977806	NA	"abundance"	100	9
"Feature90"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.10423446289927	0	1.97921212295011	0.962786281721653	0.994449924588686	0.0018982131452594	0.0393879227641325	NA	"abundance"	100	8
"Feature93"	"Metadata_1"	"Metadata_1"	"Metadata_1"	-0.0388020207979863	0	0.317195935288399	0.903034718992016	0.994449924588686	2.71070619204006e-06	0.000124993674410736	NA	"abundance"	100	68
"Feature80"	"Metadata_5"	"Metadata_5"	"Metadata_5"	0.129438139763694	0	0.217934255825574	0.552557560279456	0.994449924588686	3.84719943056928e-08	5.3219592122875e-06	NA	"prevalence"	100	37
"Feature80"	"Metadata_1"	"Metadata_1"	"Metadata_1"	-0.607468681663626	0	0.228047617726116	0.00772680789889732	0.172731544320511	1.69363844311869e-07	1.13968847051955e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	100	37
"Feature80"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.491539948387058	0	0.224022062315347	0.0282240052654075	0.444528082930169	3.3181569976613e-10	6.88517577014721e-08	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	100	37
"Feature5"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.466219591861979	0	0.265133586955332	0.0786738987490827	0.799302691045705	0.00205407201625387	0.0405923755593027	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	100	17
"Feature66"	"Metadata_2"	"Metadata_2"	"Metadata_2"	0.269830603171961	0	0.215275719202321	0.210053384588529	0.907863926920882	1.92236609485226e-07	1.13968847051955e-05	"Prevalence association possibly induced 
by stronger abundance association"	"prevalence"	100	34
"Feature51"	"Metadata_2"	"Metadata_2"	"Metadata_2"	2.95002666831931	0	NA	NA	NA	0.00409136735073925	0.0771780659343995	"Fitting error (NA p-value returned from fitting procedure)"	"abundance"	100	5
"Feature101"	"Metadata_1"	"Metadata_1"	"Metadata_1"	NA	0	NA	NA	NA	0.000177772477521622	0.00567504447472871	"All logistic values are the same"	"prevalence"	100	100
