feature	Feature1	Feature3	Feature4	Feature5	Feature6	Feature8	Feature9	Feature10	Feature12	Feature14	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature26	Feature27	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature39	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature47	Feature48	Feature49	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature61	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature71	Feature72	Feature74	Feature75	Feature76	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature91	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100
Sample21	NA	11.6630769230769	NA	NA	NA	80.1946153846154	NA	NA	NA	NA	0.993846153846154	0.438461538461538	NA	NA	NA	3.52230769230769	NA	NA	NA	NA	NA	1.34461538461538	NA	NA	NA	54.7492307692308	NA	NA	0.0292307692307692	0.730769230769231	0.716153846153846	NA	NA	NA	NA	14.8784615384615	NA	0.613846153846154	NA	NA	NA	NA	1.02307692307692	NA	NA	0.219230769230769	NA	NA	0.0146153846153846	NA	NA	0.628461538461538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.219230769230769	NA	13.6361538461538	0.306923076923077	244.53	NA	NA	2.44076923076923	NA	56.5030769230769	NA	NA	NA	NA	0.219230769230769	0.292307692307692	NA	43.7730769230769	NA	NA	NA	NA	NA	NA	NA	NA
Sample22	0.0645302897278314	24.7473661106234	NA	NA	NA	34.1641791044776	NA	NA	NA	NA	0.7328797190518	20.6589113257243	NA	NA	NA	NA	0.539288849868305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.760535557506585	NA	NA	NA	0.368744512730465	NA	NA	14.2151009657594	NA	NA	NA	0.62225636523266	NA	NA	NA	NA	NA	0.138279192273924	NA	NA	NA	NA	NA	0.0138279192273924	NA	NA	NA	0.935689201053556	NA	0.0460930640913082	NA	NA	0.0875768217734855	NA	1.86215978928885	0.198200175592625	NA	NA	NA	4.15298507462687	NA	NA	0.212028094820018	NA	NA	NA	NA	NA	0.806628621597893	0.364135206321335	4.93195785776997	NA	3.16198419666374	NA	NA	NA	NA	NA	NA	0.382572431957858	NA
Sample23	NA	23.9510940596147	NA	0.0730216282305325	NA	1862.05151987858	NA	0.0730216282305325	NA	NA	NA	NA	NA	NA	NA	23.7320291749231	NA	NA	5.69568700198153	0.365108141152662	2.33669210337704	NA	NA	NA	NA	8.68957375943337	NA	NA	0.949281166996922	NA	0.0730216282305325	NA	4.52734095029301	NA	NA	NA	NA	NA	NA	NA	0.29208651292213	NA	NA	NA	0.511151397613727	0.511151397613727	NA	NA	NA	NA	3.79712466798769	0.29208651292213	NA	NA	NA	3.28597327037396	NA	NA	1.02230279522745	NA	0.146043256461065	NA	NA	4.01618955267929	NA	NA	0.219064884691597	1.31438930814958	NA	NA	0.146043256461065	NA	71.999325435305	0.803237910535857	NA	NA	NA	0.87625953876639	NA	NA	12.4866984274211	NA	NA	NA	NA	0.146043256461065	NA	0.58417302584426	NA
Sample24	NA	NA	NA	NA	NA	996.221452798191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	996.221452798191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17305362.8565574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample25	NA	NA	NA	NA	NA	1602.41190604619	NA	0.0356004511351934	NA	NA	NA	NA	0.284803609081548	1.40621781984014	NA	NA	1.37061736870495	1.0858137596234	NA	0.0712009022703869	3.75584759476291	NA	0.0890011278379836	NA	NA	627.689354190163	NA	NA	4.46785661746678	NA	0.445005639189918	NA	56.1775118913353	NA	NA	26.21973226107	NA	NA	NA	NA	NA	NA	1.26381601529937	NA	0.124601578973177	NA	728.794635414113	NA	0.231402932378757	NA	154.363556122199	32.3252096307557	NA	NA	NA	NA	NA	0.391604962487128	0.338204285784338	NA	NA	NA	NA	84.746873927328	97.8834403962144	NA	NA	41.9907321139607	NA	0.338204285784338	NA	NA	NA	NA	NA	0.213602706811161	1.47741872211053	NA	2.20722797038199	NA	NA	32.8592163977835	NA	1.05021330848821	NA	NA	NA	NA	NA
Sample26	NA	16.7154285714286	NA	NA	NA	631.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	943.28380952381	NA	0.0784761904761905	NA	NA	NA	NA	NA	NA	NA	446.451047619048	NA	NA	2.98209523809524	42.3771428571429	NA	NA	NA	NA	NA	2.19733333333333	NA	NA	NA	NA	0.706285714285714	NA	NA	NA	NA	1.09866666666667	NA	NA	NA	NA	NA	0.392380952380952	NA	NA	NA	11.0651428571429	NA	NA	NA	NA	NA	NA	NA	0.863238095238095	NA	NA	0.235428571428571	12.5561904761905	0.156952380952381	NA	NA	NA	0.863238095238095	3.76685714285714	NA	0.392380952380952	NA	NA	NA	NA	NA	20.0114285714286	NA	1.02019047619048	NA	0.0784761904761905	NA	0.549333333333333	NA
Sample27	NA	NA	NA	NA	NA	304.793258062773	0.958781265193669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	425.269083247799	NA	NA	1.71919399276106	NA	NA	NA	0.0330614229377127	0.0495921344065691	182.234563232672	1401.68861757874	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.41391604991627	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247960672032845	NA	13.2410998865539	NA	NA	0.231429960563989	NA	NA	0.247960672032845	NA	NA	NA	NA	NA	NA	1.45470260925936	NA	NA	NA	0.694289881691967	1.63654043541678	NA	3.6367565231484	NA	NA	NA	4.08308573280752	NA	0.0826535573442818	NA	NA	NA	NA	NA
Sample28	NA	4.89519945909398	NA	NA	NA	10988.7437457742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489519945909398	24.9655172413793	NA	NA	NA	NA	NA	187.975659229209	NA	NA	NA	NA	13.7065584854632	NA	NA	NA	NA	0.489519945909398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979039891818797	NA	NA	NA	5.87423935091278	NA	NA	NA	NA	19.0912778904665	156.156862745098	NA	NA	NA	NA	891.905341446924	NA	44.5463150777552	NA	NA	NA	NA	NA	NA	NA	NA
Sample29	NA	NA	NA	NA	NA	65.7544869293796	0.456496293406165	2.66289504486929	NA	NA	NA	NA	NA	NA	NA	85.4408895825205	9.73858759266484	NA	1.42655091689426	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.70376511900117	NA	0.0951033944596176	NA	0.0190206788919235	NA	NA	439.415723761217	NA	NA	NA	NA	0.038041357783847	NA	NA	NA	5.70620366757706	0.551599687865782	NA	NA	NA	NA	1.90206788919235	NA	NA	NA	NA	0.247268825595006	NA	NA	1.27438548575888	NA	0.989075302380023	NA	NA	0.513558330081935	NA	11.1270971517753	NA	1.88304721030043	NA	NA	NA	NA	NA	8.82559500585252	NA	NA	33.32422941865	NA	6.04857588763168	0.0951033944596176	32.9247951619196	NA	NA	0.456496293406165	NA	NA	NA	NA	NA
Sample30	NA	21.5836909871245	NA	NA	NA	661.899856938483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.19456366237482	NA	NA	NA	NA	179.864091559371	NA	NA	NA	7.19456366237482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.3891273247496	7.19456366237482	NA	NA	NA	7.19456366237482	NA	NA	7.19456366237482	172950.115879828	NA	NA	NA	NA	NA	NA	7.19456366237482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample31	NA	NA	NA	NA	NA	21.8474621312782	NA	0.0103640712197715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.3090619186819	NA	NA	0.487111347329259	NA	NA	NA	0.0621844273186288	NA	NA	14.9449906989104	NA	NA	NA	NA	NA	NA	NA	NA	1.0156789795376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248737709274515	NA	NA	NA	NA	1.68934360882275	NA	NA	6.36353972893968	NA	NA	0.186553281955886	704.964124368855	NA	NA	0.49747541854903	NA	NA	NA	NA	0.103640712197715	1.17114004783417	2.36300823810789	0.228009566834972	NA	NA	2.04172203029498	NA	0.238373638054744	NA	NA	NA	NA	NA
Sample32	NA	NA	NA	NA	NA	312.851088492049	NA	7.06233926178143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.7195638787264	NA	NA	0.579744267758177	26.9844604629261	NA	NA	0.737856340783135	NA	NA	3119.44579273373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0527040243416525	14.6517187669794	NA	14.9152388886877	NA	NA	0.527040243416525	NA	NA	0.263520121708262	NA	NA	NA	0.737856340783135	0.895968413808092	NA	NA	NA	60.3988118955337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154.68631144275	NA	54.601369217952	NA	NA	NA	NA	NA	NA	NA	NA
Sample33	NA	NA	NA	0.18851570964247	NA	492.717226435536	NA	NA	NA	NA	NA	NA	NA	NA	1.91657638136511	NA	NA	NA	0.125677139761647	NA	NA	NA	0.502708559046587	NA	NA	NA	NA	NA	2.85915492957746	NA	NA	NA	0.56554712892741	NA	NA	93.1895991332611	NA	NA	NA	NA	0.314192849404117	NA	0.659804983748646	NA	NA	19.8884073672806	NA	NA	NA	NA	NA	0.219934994582882	NA	NA	NA	1.82231852654388	0.0942578548212351	1.57096424702059	0.37703141928494	NA	0.0314192849404117	NA	NA	1.97941495124594	NA	NA	NA	148.613217768147	NA	NA	5.05850487540628	NA	NA	NA	NA	NA	0.0314192849404117	NA	2.57638136511376	NA	NA	3.2361863488624	NA	NA	NA	NA	NA	NA	NA
Sample34	NA	NA	NA	NA	NA	2945.07898881061	NA	NA	NA	194.052880232076	NA	2.95433070866142	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0777455449647741	NA	NA	NA	72.1478657273104	NA	NA	5.98640696228761	NA	NA	NA	3.65404061334438	NA	NA	5.90866141732284	NA	NA	0.0777455449647741	NA	NA	NA	NA	0.233236634894322	NA	NA	NA	NA	NA	NA	NA	0.388727724823871	41.5938665561542	NA	NA	2.56560298383755	NA	1.86589307915458	0.544218814753419	NA	0.699709904682967	NA	NA	16.171073352673	NA	NA	NA	37.3178615830916	NA	NA	NA	NA	NA	2.0991297140489	NA	0.388727724823871	NA	0.233236634894322	5.28669705760464	NA	60.1750518027352	40.5054289266473	NA	NA	NA	NA	NA	NA	NA
