"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Feature43"	"Metadata_5"	"1"	"Metadata_51"	3.9592446030384	0	1.46992881609086	0.0273482103647591	0.339023504349341	0.0530189019179106	0.428229592413893	NA	"abundance"	100	14
"Feature51"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.630026111516034	0	0.283842130134863	0.0309167625526135	0.376765292802188	0.0608776788984923	0.482426889384279	NA	"abundance"	100	57
"Feature81"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.965595210265017	0	0.452800703052879	0.0329661796253314	0.388568576239562	0.0648455902515731	0.495184507375649	NA	"prevalence"	100	6
"Feature84"	"Metadata_1"	"1"	"Metadata_11"	-1.42048513517028	0	0.665107127495814	0.0327019316560157	0.388568576239562	0.00160189007101434	0.0231997872353801	NA	"prevalence"	100	15
"Feature82"	"Metadata_5"	"1"	"Metadata_51"	1.26514976330514	0	0.605397755295814	0.0366373229579848	0.424874761399855	0.0719323524824418	0.539492643618314	NA	"prevalence"	100	33
"Feature95"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.464692957986884	0	0.22334662376757	0.0374713654831645	0.427649393371354	0.0735386277351561	0.541863572785361	NA	"prevalence"	100	45
"Feature18"	"Metadata_1"	"1"	"Metadata_11"	1.18402051023589	0	0.571888344725792	0.0384177027590027	0.431598879433171	0.0753594856327263	0.545706620099052	NA	"prevalence"	100	17
"Feature15"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.551682068556885	0	0.268208895117225	0.0396947009131971	0.439084460870596	0.013464840361064	0.148920786412731	NA	"prevalence"	100	19
"Feature39"	"Metadata_1"	"1"	"Metadata_11"	-2.40701178292578	0	1.10985277543695	0.0417301496207771	0.454605720868769	0.0817188938541818	0.581727718961972	NA	"abundance"	100	27
"Feature15"	"Metadata_5"	"1"	"Metadata_51"	1.1238590470938	0	0.555857433350789	0.0431920930472826	0.463509177626809	0.0845186291927601	0.591630404349321	NA	"prevalence"	100	19
"Feature40"	"Metadata_1"	"1"	"Metadata_11"	-1.96540657245313	0	0.957607094676797	0.0441602547292865	0.466929752211132	0.0863703813608175	0.594681314287596	NA	"abundance"	100	71
"Feature59"	"Metadata_1"	"1"	"Metadata_11"	-1.84404629437807	0	0.764813267043141	0.0466980383525715	0.486607095297085	0.0912153699191647	0.610000503996496	NA	"abundance"	100	13
"Feature67"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.442719055112625	0	0.224667702526547	0.0487753124930256	0.50099213832122	0.095171593877259	0.624563584819512	NA	"prevalence"	100	46
"Feature79"	"Metadata_5"	"1"	"Metadata_51"	1.29221775146617	0	0.617899903675243	0.0501701746702597	0.508061346308687	0.0978233029140751	0.632089034214024	NA	"abundance"	100	25
"Feature75"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.584446959018312	0	0.303041583457752	0.0537801449984983	0.53705450352667	0.104667986000937	0.666069001824145	NA	"prevalence"	100	17
"Feature3"	"Metadata_2"	"1"	"Metadata_21"	1.26420720388305	0	0.663943509319321	0.0568986585630533	0.560412815162128	0.110559859779832	0.675011528625421	NA	"prevalence"	100	40
"Feature15"	"Metadata_4"	"Metadata_4"	"Metadata_4"	1.21374736792603	0	0.594719816229162	0.0621099133570042	0.582430639376906	0.120362185376794	0.702112748031298	NA	"abundance"	100	19
"Feature25"	"Metadata_2"	"1"	"Metadata_21"	0.357526432591596	0	0.0344955366356408	0.0612340017961039	0.582430639376906	0.118718400616243	0.702112748031298	NA	"abundance"	100	7
"Feature75"	"Metadata_2"	"1"	"Metadata_21"	-1.03486625710095	0	0.553604077847947	0.0615775330724829	0.582430639376906	0.119363273565673	0.702112748031298	NA	"prevalence"	100	17
"Feature96"	"Metadata_1"	"1"	"Metadata_11"	-1.96809198284242	0	1.0560556663603	0.0623743522003084	0.582430639376906	0.0623743522003084	0.485133850446843	NA	"prevalence"	100	5
"Feature6"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.901880264491936	0	0.240642472814198	0.0643940571392999	0.593581116450726	0.12464151968374	0.714363390900972	NA	"abundance"	100	8
"Feature95"	"Metadata_1"	"1"	"Metadata_11"	-0.94821049504317	0	0.502673859581861	0.0667121632576286	0.607165131420696	0.128973813788745	0.722253357216971	NA	"abundance"	100	45
"Feature16"	"Metadata_5"	"1"	"Metadata_51"	-2.25643837809589	0	1.18033285803692	0.0684531066305595	0.615222295842153	0.132220385453744	0.726764213850758	NA	"abundance"	100	29
"Feature93"	"Metadata_2"	"1"	"Metadata_21"	1.19817784355006	0	0.645421663763034	0.0699470931707052	0.615250223472471	0.135001590498379	0.726764213850758	NA	"abundance"	100	51
"Feature86"	"Metadata_1"	"1"	"Metadata_11"	0.830872259115068	0	0.45883577584577	0.0701676193668187	0.615250223472471	0.135411743926031	0.726764213850758	NA	"prevalence"	100	28
"Feature76"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.545252611299915	0	0.298948158186439	0.0723164855500267	0.626452447114086	0.139403297017746	0.731867309343167	NA	"abundance"	100	78
"Feature100"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.590359676363717	0	0.334930580803413	0.0779624166809791	0.667321161828857	0.14984669494722	0.758260384070268	NA	"prevalence"	100	13
"Feature89"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.535887251229945	0	0.306476734954681	0.0803703278312271	0.679838420125321	0.154281266066755	0.771406330333776	NA	"prevalence"	100	12
"Feature58"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.450877616573293	0	0.259338829696557	0.082111168882103	0.686487563095721	0.157480093709021	0.778136933621043	NA	"prevalence"	100	58
"Feature48"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.863140975619448	0	0.471895245365344	0.0873346925008425	0.690040042946217	0.167042036487468	0.778229992528895	NA	"abundance"	100	21
"Feature48"	"Metadata_5"	"1"	"Metadata_51"	-1.42774019692169	0	0.773853072595933	0.0848767471551948	0.690040042946217	0.162549432102743	0.778229992528895	NA	"abundance"	100	21
"Feature71"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.417494612606513	0	0.23997737009516	0.0863662530391797	0.690040042946217	0.165273376414332	0.778229992528895	NA	"abundance"	100	75
"Feature15"	"Metadata_2"	"1"	"Metadata_21"	0.916599423891674	0	0.535284612293715	0.0868305297529957	0.690040042946217	0.166121518608806	0.778229992528895	NA	"prevalence"	100	19
"Feature24"	"Metadata_5"	"1"	"Metadata_51"	-1.06449568287791	0	0.621508993806987	0.0867567199354273	0.690040042946217	0.165986711416901	0.778229992528895	NA	"prevalence"	100	13
"Feature85"	"Metadata_5"	"1"	"Metadata_51"	-0.945065214472442	0	0.538050371113984	0.0892143100239777	0.697229227252608	0.170469426934901	0.778229992528895	NA	"abundance"	100	36
"Feature34"	"Metadata_5"	"1"	"Metadata_51"	1.16074948862516	0	0.670581553980527	0.0909794364468108	0.699878237830022	0.173681615037442	0.784368584040062	NA	"abundance"	100	47
"Feature46"	"Metadata_5"	"1"	"Metadata_51"	1.70737420298889	0	1.01175491584841	0.0915000755994743	0.699878237830022	0.0915000755994743	0.610000503996496	NA	"prevalence"	100	5
"Feature51"	"Metadata_1"	"1"	"Metadata_11"	0.742743092494904	0	0.443193506558372	0.0937599500108045	0.709614779555457	0.17872897179558	0.798576256958976	NA	"prevalence"	100	57
"Feature27"	"Metadata_2"	"1"	"Metadata_21"	-1.32091338029685	0	0.796636551664974	0.0972946711508606	0.728696547473633	0.185123089267367	0.809913515544731	NA	"prevalence"	100	7
"Feature84"	"Metadata_4"	"Metadata_4"	"Metadata_4"	1.31462695783651	0	0.718841666321528	0.100685201242136	0.746316079310266	0.0148920786412731	0.148920786412731	NA	"abundance"	100	15
"Feature61"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-1.85712244654652	0	0.911652389376408	0.111310664598072	0.779286402897521	0.210231265142879	0.867460916983423	NA	"abundance"	100	10
"Feature10"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.362461546684947	0	0.22852600321767	0.112720147289767	0.779286402897521	0.212734462974506	0.867460916983423	NA	"prevalence"	100	40
"Feature22"	"Metadata_1"	"1"	"Metadata_11"	1.03949203753496	0	0.652052592771374	0.110894751131319	0.779286402897521	0.110894751131319	0.675011528625421	NA	"prevalence"	100	14
"Feature5"	"Metadata_1"	"1"	"Metadata_11"	1.0341851522838	0	0.649953673259772	0.111571888038976	0.779286402897521	0.21069548987737	0.867460916983423	NA	"prevalence"	100	11
"Feature88"	"Metadata_2"	"1"	"Metadata_21"	1.06048920005623	0	0.659894115340036	0.108041285568466	0.779286402897521	0.204409651749645	0.867460916983423	NA	"prevalence"	100	49
"Feature91"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.406225536091648	0	0.2559725636996	0.112515230483377	0.779286402897521	0.212370783876027	0.867460916983423	NA	"prevalence"	100	79
"Feature94"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.867697927051686	0	0.542053736924725	0.109430091473628	0.779286402897521	0.109430091473628	0.675011528625421	NA	"prevalence"	100	4
"Feature3"	"Metadata_1"	"1"	"Metadata_11"	-1.47861526790168	0	0.917179841472095	0.116178513728365	0.79554620353042	1.17418385827558e-07	1.64385740158581e-05	NA	"abundance"	100	40
"Feature44"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.981481145374069	0	0.5500027859787	0.117518850900273	0.797132582993359	0.221227021483625	0.893416817530024	NA	"abundance"	100	13
"Feature58"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.374900432911087	0	0.241240244434621	0.120171471070335	0.807507361678232	0.225901759681462	0.895082444020885	NA	"prevalence"	100	58
"Feature5"	"Metadata_5"	"1"	"Metadata_51"	2.78470735397357	0	1.51985067511023	0.126405467980189	0.818788571871672	0.236832593625086	0.912565957087489	NA	"abundance"	100	11
"Feature30"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.323778457154863	0	0.211566646815168	0.125921419457908	0.818788571871672	0.235986635037522	0.912565957087489	NA	"prevalence"	100	58
"Feature76"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.386240000760838	0	0.252266317375493	0.125749536332676	0.818788571871672	0.235686126777469	0.912565957087489	NA	"prevalence"	100	78
"Feature96"	"Metadata_2"	"1"	"Metadata_21"	-1.57223184361332	0	1.02718813971902	0.125864026015885	0.818788571871672	0.125864026015885	0.714363390900972	NA	"prevalence"	100	5
"Feature30"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.693348285329624	0	0.447790550768715	0.12759688819484	0.81912645189366	0.235986635037522	0.912565957087489	NA	"abundance"	100	58
"Feature85"	"Metadata_2"	"1"	"Metadata_21"	0.832397590918757	0	0.53606907738067	0.13096264650467	0.833293299441221	0.244774078229833	0.934591935059364	NA	"abundance"	100	36
"Feature34"	"Metadata_1"	"1"	"Metadata_11"	-1.03672948864256	0	0.683062719828028	0.136747133387802	0.839885481039073	0.254794488285822	0.947927267880924	NA	"abundance"	100	47
"Feature61"	"Metadata_3"	"Metadata_3"	"Metadata_3"	1.95637348370657	0	1.05696239273725	0.137839341811698	0.839885481039073	0.256678999472313	0.947927267880924	NA	"abundance"	100	10
"Feature89"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-1.838513370416	0	1.0682124063106	0.136015258325178	0.839885481039073	0.154281266066755	0.771406330333776	NA	"abundance"	100	12
"Feature78"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.845288319150954	0	0.56799771664915	0.136700887843357	0.839885481039073	0.136700887843357	0.726764213850758	NA	"prevalence"	100	2
"Feature93"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.311134168345957	0	0.208959375786576	0.136495361301059	0.839885481039073	0.254359738945411	0.947927267880924	NA	"prevalence"	100	51
"Feature16"	"Metadata_3"	"Metadata_3"	"Metadata_3"	1.30539782147519	0	0.863712935353636	0.144310617808158	0.852820788522028	0.000227056364656003	0.0052979818419734	NA	"abundance"	100	29
"Feature21"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.53395099884098	0	0.35792522671731	0.148265088407863	0.852820788522028	0.274547640375134	0.972741371080479	NA	"abundance"	100	31
"Feature67"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.6560360667432	0	0.443156514325164	0.146608402535909	0.852820788522028	0.095171593877259	0.624563584819512	NA	"abundance"	100	46
"Feature97"	"Metadata_1"	"1"	"Metadata_11"	-1.30773155104573	0	0.866445615688783	0.147671237155063	0.852820788522028	0.273535680027218	0.972741371080479	NA	"abundance"	100	25
"Feature22"	"Metadata_5"	"1"	"Metadata_51"	0.954785035696384	0	0.658129292874038	0.146847809261745	0.852820788522028	0.146847809261745	0.75214731573089	NA	"prevalence"	100	14
"Feature38"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.690991617179623	0	0.474232771574955	0.145096317799056	0.852820788522028	0.145096317799056	0.75214731573089	NA	"prevalence"	100	5
"Feature76"	"Metadata_1"	"1"	"Metadata_11"	0.728046749299438	0	0.497269324329857	0.143169521704554	0.852820788522028	0.265841531463998	0.970899506216339	NA	"prevalence"	100	78
"Feature75"	"Metadata_1"	"1"	"Metadata_11"	0.787916583013429	0	0.547679051324716	0.150250687568971	0.857382891762622	0.277926106022994	0.972741371080479	NA	"prevalence"	100	17
"Feature59"	"Metadata_5"	"1"	"Metadata_51"	-1.2400728628112	0	0.78241755644756	0.157002200257231	0.881910796757412	0.28935470962885	0.994002918070798	NA	"abundance"	100	13
"Feature35"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.298013233433709	0	0.210197455851097	0.156255721299927	0.881910796757412	0.288095592160893	0.994002918070798	NA	"prevalence"	100	49
"Feature62"	"Metadata_5"	"1"	"Metadata_51"	0.814916648042664	0	0.574258542028124	0.160654479511331	0.88419183604335	0.295499097235606	0.994002918070798	NA	"abundance"	100	71
"Feature24"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.438792594481528	0	0.312537707895225	0.160328708614969	0.88419183604335	0.294952122423794	0.994002918070798	NA	"prevalence"	100	13
"Feature80"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.35253328438315	0	0.251559760800972	0.161097538973128	0.88419183604335	0.296242660883057	0.994002918070798	NA	"prevalence"	100	41
"Feature71"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.379153413252466	0	0.268867862353615	0.162977166651034	0.887731688046165	0.000600655143443358	0.0109684852280961	NA	"abundance"	100	75
"Feature33"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.425758917484467	0	0.307957102575648	0.166810037409239	0.888417902942538	0.305794486238006	0.994002918070798	NA	"prevalence"	100	88
"Feature37"	"Metadata_1"	"1"	"Metadata_11"	0.595418124045074	0	0.430250219298255	0.166392745615708	0.888417902942538	0.305098945437882	0.994002918070798	NA	"prevalence"	100	62
"Feature44"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.433040229391383	0	0.312918751123707	0.166396935855089	0.888417902942538	0.305105931448216	0.994002918070798	NA	"prevalence"	100	13
"Feature99"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.231554964563468	0	0.154858815824044	0.1690585897084	0.891162449093454	0.00116131990574451	0.0195101744165079	NA	"abundance"	100	15
"Feature17"	"Metadata_1"	"1"	"Metadata_11"	1.42056805865905	0	1.0347711583731	0.169804249688183	0.891162449093454	0.169804249688183	0.778229992528895	NA	"prevalence"	100	4
"Feature15"	"Metadata_2"	"1"	"Metadata_21"	-1.7151364869443	0	1.18638241363781	0.171939489469373	0.895829658902021	0.166121518608806	0.778229992528895	NA	"abundance"	100	19
"Feature39"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.448646435485249	0	0.329620673990322	0.173482342630327	0.897085255738212	0.316868562056147	0.994002918070798	NA	"prevalence"	100	27
"Feature59"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.38032287228054	0	0.280556117558437	0.175225337934719	0.897085255738212	0.319746756815101	0.994002918070798	NA	"prevalence"	100	13
"Feature61"	"Metadata_2"	"1"	"Metadata_21"	-0.898315599999946	0	0.663740631902698	0.175923534157285	0.897085255738212	0.32089797844418	0.994002918070798	NA	"prevalence"	100	10
"Feature75"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.326934095348848	0	0.22717368013877	0.177954027064792	0.901048911687223	0.324240418381007	0.994002918070798	NA	"abundance"	100	17
"Feature6"	"Metadata_4"	"Metadata_4"	"Metadata_4"	1.4851346389022	0	0.767045327193	0.192472965369542	0.908064888861406	0.347900088340939	0.994002918070798	NA	"abundance"	100	8
