feature	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature13	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature48	Feature49	Feature50	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature70	Feature71	Feature72	Feature73	Feature74	Feature75	Feature76	Feature77	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature90	Feature91	Feature92	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100	Feature101
Sample11	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	16	0	0	0	0	0	0	12	0	0	116	0	0	1	24	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	15	0	0	94	23691	0	33	0	0	0	0	3014
Sample12	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0	228	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43485	0	0	0	0	0	0	14181
Sample13	0	0	0	0	0	0	0	14	0	0	57	78	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	32	0	0	0	0	0	0	0	593	0	2333	0	0	0	0	0	0	367	0	0	229	0	0	0	3005	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	0	0	0	418	0	0	0	0	18	0	0	0	56	13386	0	0	929	7959	0	0	0	0	0	0	4287
Sample14	3869	0	0	0	0	0	3	0	0	0	21	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2970	0	697	7	5095	0	0	0	0	0	0	0	0	0	4	0	449	0	0	0	0	5	0	7	0	111151	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	10	0	67	0	0	0	205	160	0	0	0	0	0	0	12825
Sample15	0	0	0	0	0	0	0	11	15	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	7176	0	417	0	0	0	0	0	0	0	0	0	17257	0	0	0	142	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	994	14	0	2085	11353	0	0	0	0	0	0	5544
Sample16	236	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5150	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	493	0	58	6	0	0	0	0	0	8	0	0	43	0	0	0	98	3	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3857	0	0	0	0	0	0	1	0	0	11	0	0	0	60	1354	0	0	0	0	0	0	5007
Sample17	0	0	0	12	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	14	0	0	0	0	0	0	0	2717	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	4859	0	0	0	0	0	0	0	10	0	0	0	7	587	1871	0	0	20	0	984	135	14	0	64	0	0	0	400	21267	0	130	0	0	0	0	17228
Sample18	69	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	95	0	33	0	0	0	0	0	0	810	0	0	18	0	0	3	78	0	24048	0	0	1	0	0	0	0	0	0	0	0	950	0	0	0	4	0	0	0	0	0	0	0	6	0	169	0	0	0	32	2171	0	0	0	0	0	0	3558
Sample19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	9	0	0	0	0	0	0	0	0	0	252	0	0	0	362	0	0	0	0	1937	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	94	43057	0	0	0	0	0	0	6310
Sample20	394	0	0	20	115	1718	6	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	4675	0	875	0	0	0	0	0	0	139	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	32	0	0	0	1	0	0	2226	0	0	0	0	0	0	1197
Sample21	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	71	99	0	8	0	0	0	3654	0	113	0	0	0	41	0	0	799	0	0	8387	0	0	1442	5917	0	0	0	0	29008	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	5631	22	15	2550	0	51	0	2500	7210	0	0	0	0	0	0	7351
Sample22	0	0	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	106	0	0	0	0	0	0	123	0	0	92	0	0	140	53	0	0	0	0	7001	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	310	0	0	0	0	0	0	3412
Sample23	1304	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	841	0	0	0	0	0	18	52	0	34	725	0	0	0	0	0	0	0	1302	0	3625	0	0	0	0	0	0	1259	0	0	58	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	0	10628	0	0	0	0	0	0	391	0	19	0	0	0	742	1939	0	0	43	0	0	5816	7164
Sample24	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	8	0	0	0	0	1	16	0	300	0	0	0	0	0	0	656	58904	0	1084	2	0	0	0	0	0	502	0	0	1081	0	0	0	17384	0	0	0	0	352	0	445	0	0	0	0	0	0	0	0	14	0	227	12455	0	0	0	0	0	0	1343	0	0	0	0	0	724	32270	0	629	0	0	0	0	15914
Sample25	21979	0	0	51	0	0	17	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9871	0	1565	13	0	0	14	0	0	0	0	0	0	0	9	12	230	153	0	0	0	0	0	3176	0	0	0	0	0	0	0	0	0	0	21	42	0	0	0	0	0	0	11	0	60	0	371	0	91	13207	0	0	0	0	0	0	7565
Sample26	33921	0	0	38	0	0	0	0	216	0	17	0	0	0	0	43	0	0	6455	0	2143	0	0	0	0	0	9	2857	0	0	0	0	0	0	0	12724	0	33913	1	0	2065	0	0	0	1032	0	0	23367	0	0	204	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	3908	0	0	0	0	0	0	0	21465
Sample27	1747	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	343	2	202	0	0	0	0	0	0	0	0	0	96	0	0	14	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	0	0	0	0	0	38	145	0	9	0	0	0	0	6494	12	32	0	0	0	0	5155
Sample28	212	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	36159	0	925	3	0	0	0	0	0	532	1	0	0	0	0	0	0	7	0	0	0	211	0	0	2	0	0	3	0	0	0	0	0	0	44	35	0	0	0	0	0	2	165	0	0	0	15	0	8242	278	0	113	0	0	0	0	4952
Sample29	34682	0	0	0	0	29	0	0	0	0	43	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	10	0	0	381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	178	233	0	19	25	0	0	0	4276
Sample30	0	0	0	0	172	0	10	0	29	0	7	0	0	0	0	0	0	20	0	62	667	0	0	0	0	0	0	55	0	0	0	0	0	1	0	3752	0	3008	1	0	0	12	0	0	98	0	0	1578	0	0	1175	220	21	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	2	0	19	43	0	10932	0	0	0	0	0	0	0	300	0	0	0	6010
Sample31	3013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1946	0	232	33	6070	0	0	0	0	16	0	0	0	0	0	0	818	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	4551	59	0	0	2	0	1	6	94	0	716	0	4	0	308	76	0	0	0	0	0	0	7821
Sample32	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1091	0	96	0	0	0	0	0	0	1	0	0	202	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	18650	0	0	0	0	0	0	9302
Sample33	0	0	0	0	0	0	0	5	0	13	1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	9	0	0	0	0	0	9736	0	7320	0	0	0	0	0	0	188	0	0	2878	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	1	0	5226	10497	0	1861	82	0	0	0	15469
Sample34	0	0	0	0	4	0	0	0	0	0	105	0	0	0	0	0	0	22	0	22	160	0	0	77	0	0	0	0	0	0	0	0	0	32	0	980	0	306	0	0	0	0	0	0	151	0	0	4	0	0	0	78	62	0	0	0	45797	0	1458	0	0	0	0	0	0	0	0	0	6	329	0	0	0	0	0	13	34	0	0	50	0	0	0	886	906	0	125	0	0	0	0	5345
Sample35	0	0	0	0	0	2618	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	4	0	0	0	0	0	7315	0	15445	118	0	0	0	0	0	0	0	0	858	0	0	0	1525	0	40	0	0	0	0	0	0	0	0	0	0	70	4	0	0	0	0	0	0	0	0	0	0	156	24223	0	8822	0	0	0	2371	71	0	0	0	0	0	0	6343
Sample36	0	0	0	0	0	178	0	0	0	0	84	0	0	0	0	0	0	0	0	141	0	0	0	0	10	0	0	22	1	0	0	9	0	96	0	13789	0	30	2	0	0	0	0	0	4812	0	0	15331	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	6273	5455	0	12	2	0	0	22	21	0	3944	0	0	0	4924	4227	0	0	0	0	0	0	21650
Sample37	4524	0	0	0	0	0	0	0	0	0	9	0	0	36	0	6	0	0	0	15	98	0	0	0	14	0	0	22	0	0	6	0	0	0	0	2303	0	476	31	0	0	0	0	0	0	0	0	2679	0	0	0	4364	0	16	0	0	9	0	0	11	0	0	0	0	0	1816	0	0	28	0	633	0	0	0	0	0	0	263	0	0	0	219	0	165	24654	0	0	0	0	0	0	13398
Sample38	8176	0	0	8	0	0	0	0	3	0	16	0	1	0	0	1	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7733	0	56	0	0	0	0	0	0	97	0	0	25	0	2	1	1949	8	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	294	5	0	0	0	0	0	0	1281	0	285	0	0	0	362	313	60	0	0	0	0	0	2220
Sample39	0	0	0	30	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	31	36	0	0	0	0	0	88	0	0	0	0	0	0	0	489	0	421	0	0	0	0	0	0	133	0	0	0	0	0	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	11	0	0	0	0	0	0	0	0	0	0	461	0	0	0	87	51241	0	0	0	0	0	0	10564
Sample40	17114	0	0	0	0	0	84	0	994	0	173	0	0	0	0	0	0	0	0	79	683	0	0	0	0	0	0	2409	0	1	0	0	0	0	0	60292	0	3818	371	0	0	0	0	0	8973	0	0	17818	0	0	0	1023	0	0	0	0	0	0	1658	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	39	1047	729	0	0	0	0	0	30230	33779	0	0	0	0	0	0	28064
Sample41	456	0	0	0	3667	0	0	0	0	13	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1731	0	90	0	0	0	0	1225	0	257	0	0	4	0	0	0	39	2	6	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	0	78	7	0	0	0	0	0	0	0	0	15	0	0	0	0	3502	0	0	0	0	0	0	2691
Sample42	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	12	0	0	0	0	0	0	18	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16643	0	0	0	0	0	0	1957
Sample43	340	0	0	0	9	0	0	0	0	0	8	0	7	0	0	0	0	0	0	10	57	0	0	0	0	0	0	65	0	0	0	0	0	0	0	185	0	47	15	0	0	0	0	0	0	0	0	35498	0	0	0	463	0	0	22	2	0	0	7	0	0	0	0	0	0	7573	0	2	22	0	166	0	0	0	0	0	0	0	0	811	0	4	0	103	3552	0	0	0	0	0	0	7650
Sample44	707	0	0	0	3	0	14	0	0	24	22	0	0	0	0	18	0	121	0	1	0	0	2	0	0	0	0	159	0	3	0	0	0	0	0	7946	0	96	4	0	0	0	0	0	2189	0	0	0	0	9	0	2725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	0	29	0	0	0	394	5245	0	0	0	0	0	0	8229
Sample45	847	0	0	307	0	0	0	0	0	0	2	0	0	0	0	0	20171	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	70	0	0	0	0	0	0	0	0	0	0	0	4	1	25	0	0	0	0	96	0	194	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	1	3	0	0	19	0	0	0	0	0	0	0	0	0	0	838	10662
Sample46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	7	1	0	0	0	0	0	4	0	0	13	0	0	0	6	0	0	0	2	41	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	29953	0	0	4	0	0	0	5263
Sample47	142	0	0	16	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	6	0	857	0	0	0	0	24	0	0	51	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	47342	0	9	0	0	0	0	17788
Sample48	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11604	0	0	0	0	0	0	7106
Sample49	5064	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	778	0	121	0	0	0	0	0	0	538	0	0	88	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	2419	0	0	0	0	0	4	0	0	16	0	0	0	354	86	0	0	0	0	0	0	1170
Sample50	0	0	0	0	0	0	0	35	0	0	102	0	0	0	0	0	0	21	0	135	0	0	3	0	0	0	0	144	0	0	0	0	0	0	0	1443	0	1068	0	0	0	0	0	0	40	0	4	7	0	0	20	537	0	0	0	0	2926	0	0	0	0	0	20	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	0	0	0	10882	0	0	0	0	0	0	5111
Sample51	0	0	0	418	5	0	0	11	0	0	4	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	147	0	0	0	0	0	93	0	7322	0	13214	85	0	0	9	0	0	501	0	0	0	0	0	1061	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	2220	0	36	0	0	34021	189	0	0	0	0	0	14167
Sample52	1675	0	0	0	1	15	0	6	0	0	186	0	0	0	0	0	0	0	0	19	0	0	0	1	207	0	0	0	0	0	29	65	0	14	0	10221	0	445	7	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	16069	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	3	0	4397	0	0	0	332	0	487	14842	0	234	0	0	0	0	46568
Sample53	0	0	0	0	0	0	0	0	0	21	2	0	451	0	0	0	0	124	138	0	0	87	0	0	0	0	0	76	0	0	0	0	0	28	0	1802	0	5148	0	0	0	0	0	0	0	0	9	131	0	0	944	543	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	401	0	0	0	0	11731	0	0	73	0	27	0	3183
Sample54	4370	3	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	13260	0	30	3	0	0	0	0	0	35	13	0	0	0	0	0	1286	0	0	0	6	0	21	0	0	0	0	5	0	0	58	0	0	2	770	0	0	0	0	0	0	0	1	0	11	0	0	0	3601	7137	0	0	0	0	0	0	5335
Sample55	64	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	13	3	0	0	0	0	0	0	0	0	3	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	16043	1	0	0	0	0	0	6455
Sample56	0	0	0	1214	0	0	0	0	0	0	640	0	0	0	0	0	0	5539	0	0	8541	0	123	0	0	0	0	952	0	179	0	0	0	1548	0	0	0	3500	12	0	0	0	0	0	0	0	0	3265	0	20	18	4395	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	11362	0	421	0	0	0	0	0	0	0	0	674	0	0	0	0	22409	0	0	0	0	0	0	10974
Sample57	0	0	0	3	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	36	0	2	0	0	0	0	0	0	180	0	0	0	0	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	0	21149	0	0	0	0	0	0	10520
Sample58	204	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	90	0	5	0	4	0	0	0	0	0	1	0	0	0	0	0	3	0	2135	0	732	0	0	0	0	0	0	3498	0	0	5639	0	0	191	3386	0	0	0	0	0	0	0	6	0	0	0	0	0	8390	0	0	0	189	20	0	0	0	0	6	0	39	0	2448	0	5	0	0	0	0	309	0	0	0	0	27031
Sample59	0	0	0	0	0	0	0	0	8	7	6	0	0	0	0	0	9	358	0	17	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5778	0	132	0	0	0	0	0	0	120	0	0	0	0	0	20	3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24712	0	0	0	1	0	6	309	10	0	0	0	6	0	0	495966	0	0	0	0	0	0	65911
Sample60	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	138	0	0	2	1	0	0	0	0	2947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8476	0	0	0	0	0	0	2464
Sample61	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4023	0	10	6	0	0	0	0	9	136	0	0	10393	0	0	12	871	0	0	0	0	104	0	3252	0	0	0	0	0	0	0	0	0	0	8243	13	0	0	0	0	0	20	8	0	83	49	1	0	6829	10492	0	0	31	0	0	0	4704
Sample62	145	0	0	0	7	4	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	138	0	0	0	0	0	0	73	0	0	0	0	0	0	23	0	0	0	0	17844	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	21	0	0	0	390	3996	1	0	0	0	0	0	2876
Sample63	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	3	0	0	85971	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	1	303	0	0	1	0	0	0	24145
Sample64	3923	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	54	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17421	0	0	0	0	0	0	1	0	0	17	0	0	0	1	42609	0	0	0	0	0	0	7568
Sample65	449	0	0	0	0	0	0	0	0	0	122	0	0	0	0	2	0	88	8	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	163	0	77	0	0	0	0	0	0	198	0	0	281	27	0	4	480	3	0	0	0	848	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	22	0	0	5	0	0	0	0	97683	0	0	0	0	0	0	17538
Sample66	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	68	0	4	0	0	0	0	0	0	17	0	0	12	0	0	0	4	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	54240	0	0	0	0	0	0	6467
Sample67	65106	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	64	0	3	0	0	0	0	0	755	3	399	238	0	0	6	0	114	0	0	0	9	0	58	46	95	1	0	7	0	22	0	0	0	0	0	0	0	0	0	0	0	1	127	354	0	0	5	0	0	12	38	0	213	0	10	0	352	9670	0	0	0	0	0	0	7822
